Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR10039569,embryo invitro day 7,RNA-Seq,299,4911559708,PRJNA562548,SAMN12643636,1819554535,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774495,GSM4050194,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050194,embryo,SRP219759
SRR10039570,embryo invitro day 7,RNA-Seq,299,5021949118,PRJNA562548,SAMN12643635,2411144760,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774496,GSM4050195,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050195,embryo,SRP219759
SRR10039571,embryo invitro day 7,RNA-Seq,299,4907827104,PRJNA562548,SAMN12643634,1821209832,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774497,GSM4050196,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050196,embryo,SRP219759
SRR10039572,embryo invitro day 7,RNA-Seq,299,4752568340,PRJNA562548,SAMN12643687,1749130075,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774498,GSM4050197,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050197,embryo,SRP219759
SRR10039573,embryo invitro day 7,RNA-Seq,299,4798291294,PRJNA562548,SAMN12643686,2076884579,Hypoblast,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774499,GSM4050198,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050198,embryo,SRP219759
SRR10039574,embryo invitro day 7,RNA-Seq,299,4778974344,PRJNA562548,SAMN12643685,1748298603,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774500,GSM4050199,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050199,embryo,SRP219759
SRR10039575,embryo invitro day 7,RNA-Seq,299,4895121370,PRJNA562548,SAMN12643684,2056958010,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774501,GSM4050200,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050200,embryo,SRP219759
SRR10039576,embryo invitro day 7,RNA-Seq,299,4789387483,PRJNA562548,SAMN12643683,2002619083,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774502,GSM4050201,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050201,embryo,SRP219759
SRR10039577,embryo invitro day 7,RNA-Seq,299,4868580930,PRJNA562548,SAMN12643682,2125113929,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774511,GSM4050202,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050202,embryo,SRP219759
SRR10039578,embryo invitro day 7,RNA-Seq,299,4742056183,PRJNA562548,SAMN12643663,1935580517,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774512,GSM4050203,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050203,embryo,SRP219759
SRR10039579,embryo invitro day 7,RNA-Seq,299,4414017418,PRJNA562548,SAMN12643662,1864140438,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774513,GSM4050204,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050204,embryo,SRP219759
SRR10039580,embryo invitro day 7,RNA-Seq,299,4786386806,PRJNA562548,SAMN12643661,1969858364,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774514,GSM4050205,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050205,embryo,SRP219759
SRR10039581,embryo invitro day 7,RNA-Seq,299,5066146434,PRJNA562548,SAMN12643660,2447623934,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774515,GSM4050206,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050206,embryo,SRP219759
SRR10039583,embryo invitro day 7,RNA-Seq,299,4911309624,PRJNA562548,SAMN12643595,1991727841,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774517,GSM4050208,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050208,embryo,SRP219759
SRR10039584,embryo invitro day 7,RNA-Seq,299,4940576886,PRJNA562548,SAMN12643594,2016916909,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774518,GSM4050209,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050209,embryo,SRP219759
SRR10039585,embryo invitro day 7,RNA-Seq,299,4954812607,PRJNA562548,SAMN12643593,2000434801,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774527,GSM4050210,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050210,embryo,SRP219759
SRR10039586,embryo invitro day 7,RNA-Seq,299,5041795725,PRJNA562548,SAMN12643659,2042461116,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774528,GSM4050211,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050211,embryo,SRP219759
SRR10039587,embryo invitro day 7,RNA-Seq,299,5029890353,PRJNA562548,SAMN12643658,1835611991,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774529,GSM4050212,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050212,embryo,SRP219759
SRR10039588,embryo invitro day 7,RNA-Seq,299,4876802720,PRJNA562548,SAMN12643657,1801455198,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774530,GSM4050213,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050213,embryo,SRP219759
SRR10039589,embryo invitro day 7,RNA-Seq,299,5088920838,PRJNA562548,SAMN12643592,1896368361,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774531,GSM4050214,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050214,embryo,SRP219759
SRR10039590,embryo invitro day 7,RNA-Seq,299,4926596249,PRJNA562548,SAMN12643591,1800436113,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774532,GSM4050215,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050215,embryo,SRP219759
SRR10039591,embryo invitro day 7,RNA-Seq,299,5010195213,PRJNA562548,SAMN12643633,1845793187,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774533,GSM4050216,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050216,embryo,SRP219759
SRR10039592,embryo invitro day 7,RNA-Seq,299,3802029776,PRJNA562548,SAMN12643632,1712301369,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774534,GSM4050217,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050217,embryo,SRP219759
SRR10039593,embryo invitro day 7,RNA-Seq,299,4988790363,PRJNA562548,SAMN12643631,1808959617,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774543,GSM4050218,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050218,embryo,SRP219759
SRR10039594,embryo invitro day 7,RNA-Seq,299,4885162484,PRJNA562548,SAMN12643630,1819174240,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774544,GSM4050219,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050219,embryo,SRP219759
SRR10039595,embryo invitro day 7,RNA-Seq,299,5014558188,PRJNA562548,SAMN12643629,1851743484,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774545,GSM4050220,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050220,embryo,SRP219759
SRR10039596,embryo invitro day 7,RNA-Seq,299,3424411787,PRJNA562548,SAMN12643628,1554925322,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774546,GSM4050221,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050221,embryo,SRP219759
SRR10039597,embryo invitro day 7,RNA-Seq,299,4986138645,PRJNA562548,SAMN12643627,1842176365,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774547,GSM4050222,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050222,embryo,SRP219759
SRR10039598,embryo invitro day 7,RNA-Seq,299,4823940190,PRJNA562548,SAMN12643626,1760204928,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774548,GSM4050223,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050223,embryo,SRP219759
SRR10039599,embryo invitro day 7,RNA-Seq,299,5049731155,PRJNA562548,SAMN12643625,1840840791,Hypoblast,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774549,GSM4050224,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050224,embryo,SRP219759
SRR10039600,embryo invitro day 7,RNA-Seq,299,4062073139,PRJNA562548,SAMN12643624,1829835501,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774550,GSM4050225,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050225,embryo,SRP219759
SRR10039601,embryo invitro day 7,RNA-Seq,299,5088791978,PRJNA562548,SAMN12643623,1874848345,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774559,GSM4050226,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050226,embryo,SRP219759
SRR10039602,embryo invitro day 7,RNA-Seq,299,4711617908,PRJNA562548,SAMN12643622,1752908221,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774560,GSM4050227,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050227,embryo,SRP219759
SRR10039603,embryo invitro day 7,RNA-Seq,299,4741337172,PRJNA562548,SAMN12643621,1720423760,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774561,GSM4050228,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050228,embryo,SRP219759
SRR10039604,embryo invitro day 7,RNA-Seq,299,4034179700,PRJNA562548,SAMN12643620,1820529502,Hypoblast,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774562,GSM4050229,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050229,embryo,SRP219759
SRR10039606,embryo invitro day 7,RNA-Seq,299,4773863705,PRJNA562548,SAMN12643618,1755632339,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774564,GSM4050231,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050231,embryo,SRP219759
SRR10039607,embryo invitro day 7,RNA-Seq,299,4937679458,PRJNA562548,SAMN12643617,1802317898,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774565,GSM4050232,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050232,embryo,SRP219759
SRR10039608,embryo invitro day 7,RNA-Seq,298,4472989698,PRJNA562548,SAMN12643616,1659908012,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774566,GSM4050233,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050233,embryo,SRP219759
SRR10039609,embryo invitro day 7,RNA-Seq,299,4716188832,PRJNA562548,SAMN12643615,1714044878,Hypoblast,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774575,GSM4050234,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050234,embryo,SRP219759
SRR10039610,embryo invitro day 7,RNA-Seq,299,5092521071,PRJNA562548,SAMN12643614,1836329142,Hypoblast,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774576,GSM4050235,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050235,embryo,SRP219759
SRR10039611,embryo invitro day 7,RNA-Seq,299,4408889969,PRJNA562548,SAMN12643654,1856699627,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774577,GSM4050236,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050236,embryo,SRP219759
SRR10039612,embryo invitro day 7,RNA-Seq,299,4232771642,PRJNA562548,SAMN12643653,1791319210,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774578,GSM4050237,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050237,embryo,SRP219759
SRR10039613,embryo invitro day 7,RNA-Seq,299,4195369527,PRJNA562548,SAMN12643652,1804582890,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774579,GSM4050238,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050238,embryo,SRP219759
SRR10039614,embryo invitro day 7,RNA-Seq,298,3727368976,PRJNA562548,SAMN12643651,1504507424,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774580,GSM4050239,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050239,embryo,SRP219759
SRR10039615,embryo invitro day 7,RNA-Seq,299,4159561706,PRJNA562548,SAMN12643586,1629952497,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774581,GSM4050240,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050240,embryo,SRP219759
SRR10039616,embryo invitro day 7,RNA-Seq,299,4076080854,PRJNA562548,SAMN12643585,1600755603,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774582,GSM4050241,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050241,embryo,SRP219759
SRR10039617,embryo invitro day 7,RNA-Seq,299,3836753359,PRJNA562548,SAMN12643584,1511660310,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774591,GSM4050242,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050242,embryo,SRP219759
SRR10039618,embryo invitro day 7,RNA-Seq,299,4113597463,PRJNA562548,SAMN12643583,1621088065,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774592,GSM4050243,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050243,embryo,SRP219759
SRR10039619,embryo invitro day 7,RNA-Seq,299,4179957334,PRJNA562548,SAMN12643581,1652560393,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774593,GSM4050244,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050244,embryo,SRP219759
SRR10039620,embryo invitro day 7,RNA-Seq,299,4084248679,PRJNA562548,SAMN12643580,1617893310,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774594,GSM4050245,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050245,embryo,SRP219759
SRR10039621,embryo invitro day 7,RNA-Seq,299,4080751665,PRJNA562548,SAMN12643578,1607033939,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774595,GSM4050246,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050246,embryo,SRP219759
SRR10039622,embryo invitro day 7,RNA-Seq,299,5026494057,PRJNA562548,SAMN12643577,1980915332,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774596,GSM4050247,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050247,embryo,SRP219759
SRR10039623,embryo invitro day 7,RNA-Seq,299,4114632478,PRJNA562548,SAMN12643575,1632631485,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774597,GSM4050248,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050248,embryo,SRP219759
SRR10039624,embryo invitro day 7,RNA-Seq,299,6123408268,PRJNA562548,SAMN12643574,2337016146,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774598,GSM4050249,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050249,embryo,SRP219759
SRR10039625,embryo invitro day 8,RNA-Seq,299,6774205462,PRJNA562548,SAMN12643573,2616911380,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774607,GSM4050250,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050250,embryo,SRP219759
SRR10039626,embryo invitro day 8,RNA-Seq,299,7546895475,PRJNA562548,SAMN12643572,2906661079,Hypoblast,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774608,GSM4050251,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050251,embryo,SRP219759
SRR10039627,embryo invitro day 8,RNA-Seq,299,8278953430,PRJNA562548,SAMN12643571,3181913494,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774609,GSM4050252,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050252,embryo,SRP219759
SRR10039628,embryo invitro day 8,RNA-Seq,299,5495989006,PRJNA562548,SAMN12643613,2122305808,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774610,GSM4050253,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050253,embryo,SRP219759
SRR10039629,embryo invitro day 8,RNA-Seq,299,5457294615,PRJNA562548,SAMN12643612,2096884025,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774611,GSM4050254,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050254,embryo,SRP219759
SRR10039631,embryo invitro day 8,RNA-Seq,299,5376936222,PRJNA562548,SAMN12643610,2056115678,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774613,GSM4050256,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050256,embryo,SRP219759
SRR10039632,embryo invitro day 8,RNA-Seq,299,7134570638,PRJNA562548,SAMN12643609,2708156041,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774614,GSM4050257,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050257,embryo,SRP219759
SRR10039633,embryo invitro day 8,RNA-Seq,299,6839820651,PRJNA562548,SAMN12643608,2614191135,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774623,GSM4050258,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050258,embryo,SRP219759
SRR10039634,embryo invitro day 8,RNA-Seq,299,7286161699,PRJNA562548,SAMN12643607,2780368424,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774624,GSM4050259,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050259,embryo,SRP219759
SRR10039635,embryo invitro day 8,RNA-Seq,299,8322941323,PRJNA562548,SAMN12643606,3192147471,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774625,GSM4050260,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050260,embryo,SRP219759
SRR10039636,embryo invitro day 8,RNA-Seq,299,4676588709,PRJNA562548,SAMN12643605,1921998311,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774626,GSM4050261,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050261,embryo,SRP219759
SRR10039637,embryo invitro day 8,RNA-Seq,299,4829798980,PRJNA562548,SAMN12643604,1994036565,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774627,GSM4050262,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050262,embryo,SRP219759
SRR10039638,embryo invitro day 8,RNA-Seq,299,4991329909,PRJNA562548,SAMN12643603,2087938540,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774628,GSM4050263,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050263,embryo,SRP219759
SRR10039639,embryo invitro day 8,RNA-Seq,299,4806729392,PRJNA562548,SAMN12643602,2018008754,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774629,GSM4050264,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050264,embryo,SRP219759
