Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Development_stage,Experiment,genotype/variation,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Strain,Tissue
SRR2089562,RNA-Seq,181,1197683335,PRJNA289146,SAMN03842846,844775350,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084813,Kdm5b overexpression,GSM1811680,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811680,NT Kdm5b 4-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089563,RNA-Seq,250,2908090500,PRJNA289146,SAMN03842847,1080692195,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084814,Kdm5b overexpression,GSM1811681,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811681,NT Kdm5b 4-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089564,RNA-Seq,250,2783796500,PRJNA289146,SAMN03842848,1034379831,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084815,Kdm5b overexpression,GSM1811682,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811682,NT Kdm5b 4-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089565,RNA-Seq,250,3262342750,PRJNA289146,SAMN03842702,1208006006,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084816,Kdm5b overexpression,GSM1811683,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811683,NT Kdm5b 4-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089566,RNA-Seq,181,2471690931,PRJNA289146,SAMN03842703,1705683978,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084817,Kdm5b overexpression,GSM1811684,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811684,NT Kdm5b TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089567,RNA-Seq,181,2466546911,PRJNA289146,SAMN03842704,1709360219,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084818,Kdm5b overexpression,GSM1811685,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811685,NT Kdm5b TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089568,RNA-Seq,181,1346323431,PRJNA289146,SAMN03842705,936174119,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084819,Kdm5b overexpression,GSM1811686,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811686,NT Kdm5b TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089569,RNA-Seq,181,2205532784,PRJNA289146,SAMN03842706,1521890915,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084820,Kdm5b overexpression,GSM1811687,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811687,NT Kdm5b TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089570,RNA-Seq,181,1902805216,PRJNA289146,SAMN03842707,1328738226,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084821,Kdm5b overexpression,GSM1811688,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811688,NT Kdm5b TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089571,RNA-Seq,216,2824192656,PRJNA289146,SAMN03842708,1289389001,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,SRX1084822,wild type,GSM1811689,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811689,NT 2-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089572,RNA-Seq,216,3296502576,PRJNA289146,SAMN03842709,1451682331,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,SRX1084823,wild type,GSM1811690,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811690,NT 2-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089573,RNA-Seq,216,2473614072,PRJNA289146,SAMN03842710,1128351525,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,SRX1084824,wild type,GSM1811691,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811691,NT 2-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089574,RNA-Seq,216,3128265576,PRJNA289146,SAMN03842711,1430343505,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,SRX1084825,wild type,GSM1811692,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811692,NT 2-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089575,RNA-Seq,216,2915615520,PRJNA289146,SAMN03842712,1335701480,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,SRX1084826,wild type,GSM1811693,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811693,NT 2-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089576,RNA-Seq,202,3723587402,PRJNA289146,SAMN03842713,1814571187,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,SRX1084827,wild type,GSM1811694,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811694,NT 2-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089577,RNA-Seq,202,3041993346,PRJNA289146,SAMN03842714,1442611808,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,SRX1084828,wild type,GSM1811695,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811695,NT 2-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089578,RNA-Seq,202,2680344464,PRJNA289146,SAMN03842715,1274459942,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,SRX1084829,wild type,GSM1811696,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811696,NT 2-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089579,RNA-Seq,216,3017955456,PRJNA289146,SAMN03842716,1455727887,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084830,wild type,GSM1811697,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811697,NT 4-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089580,RNA-Seq,216,3584547000,PRJNA289146,SAMN03842717,1719203987,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084831,wild type,GSM1811698,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811698,NT 4-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089581,RNA-Seq,216,3409299288,PRJNA289146,SAMN03842718,1470252012,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084832,wild type,GSM1811699,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811699,NT 4-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089582,RNA-Seq,216,2805672600,PRJNA289146,SAMN03842719,1301592374,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084833,wild type,GSM1811700,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811700,NT 4-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089583,RNA-Seq,202,3071990952,PRJNA289146,SAMN03842720,1448703214,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084834,wild type,GSM1811701,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811701,NT 4-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089584,RNA-Seq,202,2609256422,PRJNA289146,SAMN03842721,1174378797,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084835,wild type,GSM1811702,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811702,NT 4-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089585,RNA-Seq,202,1877409412,PRJNA289146,SAMN03842722,844122096,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084836,wild type,GSM1811703,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811703,NT 4-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089586,RNA-Seq,202,1938522290,PRJNA289146,SAMN03842723,883344038,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084837,wild type,GSM1811704,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811704,NT 4-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089587,RNA-Seq,202,2260967820,PRJNA289146,SAMN03842724,1139475260,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084838,wild type,GSM1811705,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811705,NT 4-cell to blastocyst,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089588,RNA-Seq,202,2808037754,PRJNA289146,SAMN03842725,1303085012,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6-8 weeks post natal,SRX1084839,wild type,GSM1811706,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811706,Cumulus cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),cumulus cell
SRR2089589,RNA-Seq,202,2877484950,PRJNA289146,SAMN03842726,1323575034,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6-8 weeks post natal,SRX1084840,wild type,GSM1811707,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811707,Cumulus cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),cumulus cell
SRR2089590,RNA-Seq,202,3218403784,PRJNA289146,SAMN03842727,1494402404,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6-8 weeks post natal,SRX1084841,wild type,GSM1811708,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811708,Cumulus cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),cumulus cell
SRR2089591,RNA-Seq,202,2803400642,PRJNA289146,SAMN03842728,1306252860,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6-8 weeks post natal,SRX1084842,wild type,GSM1811709,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811709,Cumulus cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),cumulus cell
SRR2089592,RNA-Seq,202,2858890446,PRJNA289146,SAMN03842729,1321000479,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6-8 weeks post natal,SRX1084843,wild type,GSM1811710,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811710,Cumulus cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),cumulus cell
SRR2089593,RNA-Seq,202,3009287728,PRJNA289146,SAMN03842730,1395549358,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6-8 weeks post natal,SRX1084844,wild type,GSM1811711,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811711,Cumulus cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),cumulus cell
SRR2089594,RNA-Seq,202,1887224794,PRJNA289146,SAMN03842731,1326603846,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",inner cell mass,SRX1084845,wild type,GSM1811712,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811712,NT ICM,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089595,RNA-Seq,202,1496267126,PRJNA289146,SAMN03842792,1052672846,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",inner cell mass,SRX1084846,wild type,GSM1811713,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811713,NT ICM,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089596,RNA-Seq,202,875257718,PRJNA289146,SAMN03842800,624869626,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",inner cell mass,SRX1084847,wild type,GSM1811714,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811714,NT ICM,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089597,RNA-Seq,202,983408922,PRJNA289146,SAMN03842793,702539339,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",inner cell mass,SRX1084848,wild type,GSM1811715,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811715,NT ICM,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089598,RNA-Seq,202,1028489464,PRJNA289146,SAMN03842794,737118486,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",inner cell mass,SRX1084849,wild type,GSM1811716,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811716,NT ICM,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089599,RNA-Seq,202,1769275176,PRJNA289146,SAMN03842795,702463099,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084850,wild type,GSM1811717,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811717,NT TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089600,RNA-Seq,202,2755832874,PRJNA289146,SAMN03842796,1107355655,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084851,wild type,GSM1811718,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811718,NT TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089601,RNA-Seq,202,3582421318,PRJNA289146,SAMN03842797,1406547653,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084852,wild type,GSM1811719,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811719,NT TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089602,RNA-Seq,202,3115736274,PRJNA289146,SAMN03842798,1238202582,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",trophoblast,SRX1084853,wild type,GSM1811720,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811720,NT TE,SRP060478,B6D2F1 (C57BL/6 X DBA/2),nuclear transfer embryo
SRR2089603,RNA-Seq,216,1361413656,PRJNA289146,SAMN03842799,619671623,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,SRX1084854,wild type,GSM1811721,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811721,WT 2-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089604,RNA-Seq,216,1644145128,PRJNA289146,SAMN03842801,741396724,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,SRX1084855,wild type,GSM1811722,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811722,WT 2-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089605,RNA-Seq,216,1492969104,PRJNA289146,SAMN03842802,668551570,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,SRX1084856,wild type,GSM1811723,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811723,WT 2-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089606,RNA-Seq,216,1423771344,PRJNA289146,SAMN03842803,649483456,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,SRX1084857,wild type,GSM1811724,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811724,WT 2-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089607,RNA-Seq,216,1390039272,PRJNA289146,SAMN03842804,617116203,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,SRX1084858,wild type,GSM1811725,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811725,WT 2-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089608,RNA-Seq,216,2860910928,PRJNA289146,SAMN03842805,1428546901,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084859,wild type,GSM1811726,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811726,WT 4-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089609,RNA-Seq,216,2302459992,PRJNA289146,SAMN03842806,1055598853,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084860,wild type,GSM1811727,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811727,WT 4-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089610,RNA-Seq,216,2073914064,PRJNA289146,SAMN03842807,926618992,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084861,wild type,GSM1811728,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811728,WT 4-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089611,RNA-Seq,216,2382784128,PRJNA289146,SAMN03842808,1025156043,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084862,wild type,GSM1811729,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811729,WT 4-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089612,RNA-Seq,216,2171668536,PRJNA289146,SAMN03842809,1026406688,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084863,wild type,GSM1811730,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811730,WT 4-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089613,RNA-Seq,216,2675899368,PRJNA289146,SAMN03842810,1189221180,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,SRX1084864,wild type,GSM1811731,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811731,WT 4-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089614,RNA-Seq,202,2864841366,PRJNA289146,SAMN03842811,1341590898,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,SRX1084865,wild type,GSM1811732,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811732,WT 8-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089615,RNA-Seq,202,2723903340,PRJNA289146,SAMN03842812,1273264875,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,SRX1084866,wild type,GSM1811733,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811733,WT 8-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089616,RNA-Seq,202,3093739282,PRJNA289146,SAMN03842813,1427318020,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,SRX1084867,wild type,GSM1811734,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811734,WT 8-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089617,RNA-Seq,202,3248752062,PRJNA289146,SAMN03842814,1494870004,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,SRX1084868,wild type,GSM1811735,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811735,WT 8-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089618,RNA-Seq,202,2789267106,PRJNA289146,SAMN03842815,1279694528,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,SRX1084869,wild type,GSM1811736,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811736,WT 8-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
SRR2089619,RNA-Seq,202,2798039360,PRJNA289146,SAMN03842816,1283790476,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,SRX1084870,wild type,GSM1811737,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-05-17T00:00:00Z,GSM1811737,WT 8-cell,SRP060478,B6D2F1 (C57BL/6 X DBA/2),normal embryo
