Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,embryo_type,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR9645872,RNA-Seq,300,6139087800,PRJNA552818,SAMN12219500,2392280046,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407817,GSM3928551,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928551,Embryo,SRP213116
SRR9645873,RNA-Seq,300,6172228500,PRJNA552818,SAMN12219499,2428919878,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407818,GSM3928552,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928552,Embryo,SRP213116
SRR9645874,RNA-Seq,300,6069306000,PRJNA552818,SAMN12219498,2377214005,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407819,GSM3928553,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928553,Embryo,SRP213116
SRR9645875,RNA-Seq,300,5692192800,PRJNA552818,SAMN12219497,2316164545,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407820,GSM3928554,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928554,Embryo,SRP213116
SRR9645876,RNA-Seq,300,6195549300,PRJNA552818,SAMN12219496,2434491258,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407821,GSM3928555,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928555,Embryo,SRP213116
SRR9645877,RNA-Seq,300,6116830800,PRJNA552818,SAMN12219495,2376473306,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407822,GSM3928556,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928556,Embryo,SRP213116
SRR9645878,RNA-Seq,300,6125445900,PRJNA552818,SAMN12219494,2358995657,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407823,GSM3928557,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928557,Embryo,SRP213116
SRR9645879,RNA-Seq,300,4646867100,PRJNA552818,SAMN12219493,1812505403,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407824,GSM3928558,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928558,Embryo,SRP213116
SRR9645880,RNA-Seq,300,6025645800,PRJNA552818,SAMN12219492,2334389626,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407825,GSM3928559,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928559,Embryo,SRP213116
SRR9645881,RNA-Seq,300,6126510000,PRJNA552818,SAMN12219491,2353451411,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407826,GSM3928560,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928560,Embryo,SRP213116
SRR9645882,RNA-Seq,300,6145203300,PRJNA552818,SAMN12219490,2410756829,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407827,GSM3928561,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928561,Embryo,SRP213116
SRR9645883,RNA-Seq,300,6063287700,PRJNA552818,SAMN12219489,2368684885,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407828,GSM3928562,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928562,Embryo,SRP213116
SRR9645884,RNA-Seq,300,6197870700,PRJNA552818,SAMN12219488,2582482984,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407829,GSM3928563,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928563,Embryo,SRP213116
SRR9645885,RNA-Seq,300,6102348300,PRJNA552818,SAMN12219487,2390325293,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407830,GSM3928564,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928564,Embryo,SRP213116
SRR9645886,RNA-Seq,300,6181672800,PRJNA552818,SAMN12219486,2439528714,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,AG embryo,SRX6407831,GSM3928565,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928565,Embryo,SRP213116
SRR9645887,RNA-Seq,180,7326643140,PRJNA552818,SAMN12219485,5738204868,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,PG embryo,SRX6407832,GSM3928566,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928566,Embryo,SRP213116
SRR9645888,RNA-Seq,180,7176393000,PRJNA552818,SAMN12219481,5526933665,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,PG embryo,SRX6407833,GSM3928567,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928567,Embryo,SRP213116
SRR9645889,RNA-Seq,300,6113363100,PRJNA552818,SAMN12219480,2480767128,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,PG embryo,SRX6407834,GSM3928568,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928568,Embryo,SRP213116
SRR9645890,RNA-Seq,300,5861049600,PRJNA552818,SAMN12219479,2356507863,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,PG embryo,SRX6407835,GSM3928569,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928569,Embryo,SRP213116
SRR9645891,RNA-Seq,300,24006063900,PRJNA552818,SAMN12219484,10048402949,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,PG embryo,SRX6407836,GSM3928570,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928570,Embryo,SRP213116
SRR9645892,RNA-Seq,300,19696730400,PRJNA552818,SAMN12219483,8516338235,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,PG embryo,SRX6407837,GSM3928571,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928571,Embryo,SRP213116
SRR9645893,RNA-Seq,300,27075369900,PRJNA552818,SAMN12219482,11233969889,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,PG embryo,SRX6407838,GSM3928572,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928572,Embryo,SRP213116
SRR9645894,RNA-Seq,300,33704141100,PRJNA552818,SAMN12219521,13589949504,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,PG embryo,SRX6407839,GSM3928573,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928573,Embryo,SRP213116
SRR9645895,RNA-Seq,300,6023751300,PRJNA552818,SAMN12219520,2411250579,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,PG embryo,SRX6407840,GSM3928574,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928574,Embryo,SRP213116
SRR9645896,RNA-Seq,300,6140221800,PRJNA552818,SAMN12219519,2521755405,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,PG embryo,SRX6407841,GSM3928575,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928575,Embryo,SRP213116
SRR9645897,RNA-Seq,300,5913832200,PRJNA552818,SAMN12219518,2366974070,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,PG embryo,SRX6407842,GSM3928576,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928576,Embryo,SRP213116
SRR9645898,RNA-Seq,300,5229194700,PRJNA552818,SAMN12219517,2270581526,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,PG embryo,SRX6407843,GSM3928577,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928577,Embryo,SRP213116
SRR9645899,RNA-Seq,300,6083399400,PRJNA552818,SAMN12219516,2471792344,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,PG embryo,SRX6407844,GSM3928578,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928578,Embryo,SRP213116
SRR9645900,RNA-Seq,300,6172295400,PRJNA552818,SAMN12219515,2570272028,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,PG embryo,SRX6407845,GSM3928579,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928579,Embryo,SRP213116
SRR9645901,RNA-Seq,180,7374547980,PRJNA552818,SAMN12219514,5718913359,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,PG embryo,SRX6407846,GSM3928580,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928580,Embryo,SRP213116
SRR9645902,RNA-Seq,180,6688016280,PRJNA552818,SAMN12219513,5089944864,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,PG embryo,SRX6407847,GSM3928581,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928581,Embryo,SRP213116
SRR9645903,RNA-Seq,180,8127386280,PRJNA552818,SAMN12219512,6280530294,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,PG embryo,SRX6407848,GSM3928582,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928582,Embryo,SRP213116
SRR9645904,RNA-Seq,180,8554682520,PRJNA552818,SAMN12219511,6642443228,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,PG embryo,SRX6407849,GSM3928583,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928583,Embryo,SRP213116
SRR9645905,RNA-Seq,300,6078040800,PRJNA552818,SAMN12219510,2417904422,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,PG embryo,SRX6407850,GSM3928584,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928584,Embryo,SRP213116
SRR9645906,RNA-Seq,300,5769036000,PRJNA552818,SAMN12219509,2299811459,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,PG embryo,SRX6407851,GSM3928585,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928585,Embryo,SRP213116
SRR9645907,RNA-Seq,300,6131088600,PRJNA552818,SAMN12219508,2447594796,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,PG embryo,SRX6407852,GSM3928586,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928586,Embryo,SRP213116
SRR9645908,RNA-Seq,300,6167705700,PRJNA552818,SAMN12219507,2538099398,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,PG embryo,SRX6407853,GSM3928587,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928587,Embryo,SRP213116
SRR9645909,RNA-Seq,300,6061270500,PRJNA552818,SAMN12219506,2422475304,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,PG embryo,SRX6407854,GSM3928588,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928588,Embryo,SRP213116
SRR9645910,RNA-Seq,300,6080623800,PRJNA552818,SAMN12219505,2424749518,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,PG embryo,SRX6407855,GSM3928589,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928589,Embryo,SRP213116
SRR9645911,RNA-Seq,300,6090333300,PRJNA552818,SAMN12219504,2407071314,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,PG embryo,SRX6407856,GSM3928590,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928590,Embryo,SRP213116
SRR9645912,RNA-Seq,180,6676766280,PRJNA552818,SAMN12219503,5250281028,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407857,GSM3928591,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928591,Embryo,SRP213116
SRR9645913,RNA-Seq,180,8442458460,PRJNA552818,SAMN12219419,6575307589,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407858,GSM3928592,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928592,Embryo,SRP213116
SRR9645914,RNA-Seq,180,6579098460,PRJNA552818,SAMN12219418,5201973664,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407859,GSM3928593,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928593,Embryo,SRP213116
SRR9645915,RNA-Seq,180,8493979860,PRJNA552818,SAMN12219417,6487678891,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407860,GSM3928594,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928594,Embryo,SRP213116
SRR9645916,RNA-Seq,180,7313518620,PRJNA552818,SAMN12219416,5498070516,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407861,GSM3928595,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928595,Embryo,SRP213116
SRR9645917,RNA-Seq,180,7096935600,PRJNA552818,SAMN12219415,5548212863,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407862,GSM3928596,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928596,Embryo,SRP213116
SRR9645918,RNA-Seq,180,7781921100,PRJNA552818,SAMN12219414,5949037958,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407863,GSM3928597,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928597,Embryo,SRP213116
SRR9645919,RNA-Seq,300,5333059800,PRJNA552818,SAMN12219413,2126508873,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407864,GSM3928598,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928598,Embryo,SRP213116
SRR9645920,RNA-Seq,300,6077162100,PRJNA552818,SAMN12219412,2419906689,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407865,GSM3928599,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928599,Embryo,SRP213116
SRR9645921,RNA-Seq,300,6005943300,PRJNA552818,SAMN12219411,2471077170,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407866,GSM3928600,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928600,Embryo,SRP213116
SRR9645922,RNA-Seq,300,6188324100,PRJNA552818,SAMN12219410,2601036307,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407867,GSM3928601,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928601,Embryo,SRP213116
SRR9645923,RNA-Seq,300,6063026400,PRJNA552818,SAMN12219409,2477151253,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407868,GSM3928602,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928602,Embryo,SRP213116
SRR9645924,RNA-Seq,300,6058824300,PRJNA552818,SAMN12219454,2436568474,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407869,GSM3928603,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928603,Embryo,SRP213116
SRR9645925,RNA-Seq,300,5158983000,PRJNA552818,SAMN12219453,2096790210,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407870,GSM3928604,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928604,Embryo,SRP213116
SRR9645926,RNA-Seq,300,6111357000,PRJNA552818,SAMN12219452,2475807609,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407871,GSM3928605,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928605,Embryo,SRP213116
SRR9645927,RNA-Seq,300,6038326800,PRJNA552818,SAMN12219451,2455096549,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407872,GSM3928606,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928606,Embryo,SRP213116
SRR9645928,RNA-Seq,300,5036089500,PRJNA552818,SAMN12219450,2099504409,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407873,GSM3928607,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928607,Embryo,SRP213116
SRR9645929,RNA-Seq,300,6031040400,PRJNA552818,SAMN12219449,2510804691,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407874,GSM3928608,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928608,Embryo,SRP213116
SRR9645930,RNA-Seq,300,6056808600,PRJNA552818,SAMN12219448,2482163038,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407875,GSM3928609,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928609,Embryo,SRP213116
SRR9645931,RNA-Seq,300,6169043700,PRJNA552818,SAMN12219447,2521563300,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407876,GSM3928610,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928610,Embryo,SRP213116
SRR9645932,RNA-Seq,300,4615785900,PRJNA552818,SAMN12219446,1846921328,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,PG embryo,SRX6407877,GSM3928611,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928611,Embryo,SRP213116
SRR9645933,RNA-Seq,300,6012002400,PRJNA552818,SAMN12219445,2405708099,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407878,GSM3928612,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928612,Embryo,SRP213116
SRR9645934,RNA-Seq,300,6177856800,PRJNA552818,SAMN12219444,2467869102,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407879,GSM3928613,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928613,Embryo,SRP213116
SRR9645935,RNA-Seq,300,6026504400,PRJNA552818,SAMN12219443,2446673075,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407880,GSM3928614,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928614,Embryo,SRP213116
SRR9645936,RNA-Seq,300,5557073700,PRJNA552818,SAMN12219442,2298365026,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407881,GSM3928615,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928615,Embryo,SRP213116
SRR9645937,RNA-Seq,300,5775289200,PRJNA552818,SAMN12219441,2342599537,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407882,GSM3928616,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928616,Embryo,SRP213116
SRR9645938,RNA-Seq,300,5949091500,PRJNA552818,SAMN12219440,2395451816,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407883,GSM3928617,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928617,Embryo,SRP213116
SRR9645939,RNA-Seq,300,5401351200,PRJNA552818,SAMN12219439,2165129749,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407884,GSM3928618,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928618,Embryo,SRP213116
