Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,TREATMENT,surface_antigen_enrichment,Cell_Line
SRR1633281,RNA-Seq,202,2447716416,PRJNA265099,SAMN03145553,1873075296,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745191,GSM1533230,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533230,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-20,TRA-1-60-,
SRR1633283,RNA-Seq,202,3176824508,PRJNA265099,SAMN03145570,2412586435,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745192,GSM1533231,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533231,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-24,TRA-1-60-,
SRR1633292,RNA-Seq,202,1712280674,PRJNA265099,SAMN03145571,804137873,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745196,GSM1533235,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533235,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-5; LSD1 inhibition,,
SRR1633301,RNA-Seq,200,1407014800,PRJNA265099,SAMN03145562,890871572,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745200,GSM1533239,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533239,human inducible fibroblasts-like cells (hiF),SRP049340,,,
SRR1633303,RNA-Seq,200,1940205200,PRJNA265099,SAMN03145506,1366117983,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745201,GSM1533240,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533240,human inducible fibroblasts-like cells (hiF),SRP049340,,,
SRR1633305,RNA-Seq,200,1617046000,PRJNA265099,SAMN03145506,1027446905,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745201,GSM1533240,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533240,human inducible fibroblasts-like cells (hiF),SRP049340,,,
SRR1633307,RNA-Seq,200,1446478600,PRJNA265099,SAMN03145507,918972601,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745202,GSM1533241,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533241,human inducible fibroblasts-like cells (hiF),SRP049340,,,
SRR1633309,RNA-Seq,200,1721201800,PRJNA265099,SAMN03145508,1217369626,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745203,GSM1533242,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533242,human inducible fibroblasts-like cells (hiF),SRP049340,,,
SRR1633312,RNA-Seq,200,1565148200,PRJNA265099,SAMN03145505,1103535410,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745204,GSM1533243,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533243,human inducible fibroblasts-like cells (hiF),SRP049340,,,
SRR1633313,RNA-Seq,200,1457107400,PRJNA265099,SAMN03145505,918849828,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745204,GSM1533243,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533243,human inducible fibroblasts-like cells (hiF),SRP049340,,,
SRR1633315,RNA-Seq,200,1614601400,PRJNA265099,SAMN03145520,1141374801,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745205,GSM1533244,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533244,human inducible fibroblasts-like cells (hiF),SRP049340,,,
SRR1633317,RNA-Seq,200,1530167200,PRJNA265099,SAMN03145520,975541603,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745205,GSM1533244,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533244,human inducible fibroblasts-like cells (hiF),SRP049340,,,
SRR1633318,RNA-Seq,202,2688754128,PRJNA265099,SAMN03145514,2051897842,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745206,GSM1533245,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533245,immortalized human inducible fibroblasts-like cells (hiF-T),SRP049340,,,
SRR1633319,RNA-Seq,202,2682880776,PRJNA265099,SAMN03145514,2058592763,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745206,GSM1533245,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533245,immortalized human inducible fibroblasts-like cells (hiF-T),SRP049340,,,
SRR1633320,RNA-Seq,200,1279348200,PRJNA265099,SAMN03145511,902050763,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745207,GSM1533246,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533246,immortalized human inducible fibroblasts-like cells (hiF-T),SRP049340,,,
SRR1633322,RNA-Seq,200,1018958600,PRJNA265099,SAMN03145511,646541422,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745207,GSM1533246,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533246,immortalized human inducible fibroblasts-like cells (hiF-T),SRP049340,,,
SRR1633324,RNA-Seq,200,1450334400,PRJNA265099,SAMN03145517,916779436,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745208,GSM1533247,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533247,immortalized human inducible fibroblasts-like cells (hiF-T),SRP049340,,,
SRR1633328,RNA-Seq,200,667522000,PRJNA265099,SAMN03145509,384157211,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745209,GSM1533248,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533248,immortalized human inducible fibroblasts-like cells (hiF-T),SRP049340,,,
SRR1633332,RNA-Seq,200,1756024600,PRJNA265099,SAMN03145510,1242408466,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745211,GSM1533250,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533250,primary BJ fibroblasts,SRP049340,,,
SRR1633333,RNA-Seq,200,1447924200,PRJNA265099,SAMN03145510,917078812,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745211,GSM1533250,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533250,primary BJ fibroblasts,SRP049340,,,
SRR1633334,RNA-Seq,200,1456988200,PRJNA265099,SAMN03145510,928419093,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745211,GSM1533250,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533250,primary BJ fibroblasts,SRP049340,,,
SRR1633335,RNA-Seq,200,1664651800,PRJNA265099,SAMN03145512,1174717515,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745212,GSM1533251,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533251,reprogramming intermediates of hiF cells,SRP049340,DOX days 0-14,TRA-1-60+,
SRR1633337,RNA-Seq,200,1356623600,PRJNA265099,SAMN03145512,862408272,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745212,GSM1533251,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533251,reprogramming intermediates of hiF cells,SRP049340,DOX days 0-14,TRA-1-60+,
SRR1633343,RNA-Seq,202,1955592098,PRJNA265099,SAMN03145515,917872066,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745215,GSM1533254,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533254,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-24,TRA-1-60+,
SRR1633350,RNA-Seq,202,2838398354,PRJNA265099,SAMN03145527,2164005797,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745218,GSM1533257,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533257,hIPSCs from reprogrammed hiF cells (hIPSC),SRP049340,,,
SRR1633352,RNA-Seq,202,2315524788,PRJNA265099,SAMN03145527,1763463717,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745218,GSM1533257,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533257,hIPSCs from reprogrammed hiF cells (hIPSC),SRP049340,,,
SRR1633233,RNA-Seq,200,917166000,PRJNA265099,SAMN03145525,531753606,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745174,GSM1533213,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533213,reprogramming intermediates of hiF-T cells,SRP049340,no DOX,,
SRR1633234,RNA-Seq,200,903829200,PRJNA265099,SAMN03145525,522195597,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745174,GSM1533213,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533213,reprogramming intermediates of hiF-T cells,SRP049340,no DOX,,
SRR1633236,RNA-Seq,202,2567289306,PRJNA265099,SAMN03145552,1956904684,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745175,GSM1533214,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533214,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-2,,
SRR1633240,RNA-Seq,202,1997944428,PRJNA265099,SAMN03145531,1519769156,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745177,GSM1533216,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533216,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-5,,
SRR1633243,RNA-Seq,202,2616068468,PRJNA265099,SAMN03145531,1991696601,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745177,GSM1533216,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533216,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-5,,
SRR1633248,RNA-Seq,202,1349488674,PRJNA265099,SAMN03145549,633615492,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745179,GSM1533218,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533218,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-8,,
SRR1633250,RNA-Seq,202,2674303250,PRJNA265099,SAMN03145528,2046798282,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745180,GSM1533219,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533219,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-8,,
SRR1633252,RNA-Seq,200,1648384600,PRJNA265099,SAMN03145533,954493625,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745181,GSM1533220,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533220,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-10,SSEA3+,
SRR1633253,RNA-Seq,200,1632402800,PRJNA265099,SAMN03145533,941883813,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745181,GSM1533220,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533220,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-10,SSEA3+,
SRR1633255,RNA-Seq,202,1528313214,PRJNA265099,SAMN03145550,720627110,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745182,GSM1533221,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533221,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-10,SSEA3+,
SRR1633264,RNA-Seq,200,660515200,PRJNA265099,SAMN03145532,381668050,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745185,GSM1533224,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533224,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-14,SSEA3+,
SRR1633265,RNA-Seq,202,1531356950,PRJNA265099,SAMN03145535,719128490,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745186,GSM1533225,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533225,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-14,SSEA3+,
SRR1633267,RNA-Seq,200,1031528400,PRJNA265099,SAMN03145540,623195226,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745187,GSM1533226,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533226,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-14,,
SRR1633274,RNA-Seq,200,913047400,PRJNA265099,SAMN03145548,527563500,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745189,GSM1533228,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533228,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-20,TRA-1-60+,
SRR1633279,RNA-Seq,202,3229115642,PRJNA265099,SAMN03145553,2449885567,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745191,GSM1533230,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533230,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-20,TRA-1-60-,
SRR1633284,RNA-Seq,202,3243451178,PRJNA265099,SAMN03145575,2474376801,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745193,GSM1533232,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533232,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-19,TRA-1-60+,
SRR1633286,RNA-Seq,202,2538434010,PRJNA265099,SAMN03145575,1903326379,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745193,GSM1533232,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533232,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-19,TRA-1-60+,
SRR1633287,RNA-Seq,202,2532856790,PRJNA265099,SAMN03145575,1909120548,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745193,GSM1533232,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533232,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-19,TRA-1-60+,
SRR1633289,RNA-Seq,202,1960035896,PRJNA265099,SAMN03145576,923390757,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745194,GSM1533233,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533233,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-19,TRA-1-60+,
SRR1633290,RNA-Seq,202,2285113082,PRJNA265099,SAMN03145574,1741630571,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745195,GSM1533234,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533234,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-24,TRA-1-60+,
SRR1633291,RNA-Seq,202,2282808262,PRJNA265099,SAMN03145574,1748424359,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745195,GSM1533234,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533234,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-24,TRA-1-60+,
SRR1633294,RNA-Seq,202,1531176968,PRJNA265099,SAMN03145561,719277782,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745197,GSM1533236,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533236,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-5; LSD1 control,,
SRR1633295,RNA-Seq,202,1423903252,PRJNA265099,SAMN03145561,670295841,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745197,GSM1533236,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533236,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-5; LSD1 control,,
SRR1633296,RNA-Seq,202,2590045010,PRJNA265099,SAMN03145556,1216220345,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745198,GSM1533237,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533237,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-13; LSD1 inhibition,TRA-1-60+,
SRR1633297,RNA-Seq,202,2404635674,PRJNA265099,SAMN03145556,1131849443,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745198,GSM1533237,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533237,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-13; LSD1 inhibition,TRA-1-60+,
SRR1633298,RNA-Seq,202,1323354520,PRJNA265099,SAMN03145564,625273353,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745199,GSM1533238,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533238,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-13; LSD1 inhibition,SSEA3+,
SRR1633299,RNA-Seq,202,1229502088,PRJNA265099,SAMN03145564,582416466,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745199,GSM1533238,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533238,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-13; LSD1 inhibition,SSEA3+,
SRR1633310,RNA-Seq,200,1598863600,PRJNA265099,SAMN03145508,1013699515,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745203,GSM1533242,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533242,human inducible fibroblasts-like cells (hiF),SRP049340,,,
SRR1633311,RNA-Seq,200,1601464200,PRJNA265099,SAMN03145508,1021127584,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745203,GSM1533242,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533242,human inducible fibroblasts-like cells (hiF),SRP049340,,,
SRR1633325,RNA-Seq,200,1456696600,PRJNA265099,SAMN03145517,926680550,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745208,GSM1533247,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533247,immortalized human inducible fibroblasts-like cells (hiF-T),SRP049340,,,
SRR1633326,RNA-Seq,200,907639400,PRJNA265099,SAMN03145509,546147543,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745209,GSM1533248,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533248,immortalized human inducible fibroblasts-like cells (hiF-T),SRP049340,,,
SRR1633327,RNA-Seq,200,676581000,PRJNA265099,SAMN03145509,390721083,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745209,GSM1533248,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533248,immortalized human inducible fibroblasts-like cells (hiF-T),SRP049340,,,
SRR1633331,RNA-Seq,200,1628779200,PRJNA265099,SAMN03145513,1041287807,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745210,GSM1533249,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533249,primary BJ fibroblasts,SRP049340,,,
SRR1633338,RNA-Seq,200,1745152200,PRJNA265099,SAMN03145519,1228501997,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745213,GSM1533252,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533252,reprogramming intermediates of hiF cells,SRP049340,DOX days 0-14,TRA-1-60+,
SRR1633339,RNA-Seq,200,1450737000,PRJNA265099,SAMN03145519,916928562,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745213,GSM1533252,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533252,reprogramming intermediates of hiF cells,SRP049340,DOX days 0-14,TRA-1-60+,
SRR1633340,RNA-Seq,200,1462673000,PRJNA265099,SAMN03145519,929964250,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745213,GSM1533252,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533252,reprogramming intermediates of hiF cells,SRP049340,DOX days 0-14,TRA-1-60+,
SRR1633342,RNA-Seq,202,1624766598,PRJNA265099,SAMN03145518,765746599,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745214,GSM1533253,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533253,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-20,TRA-1-60+,
SRR1633344,RNA-Seq,202,1823023740,PRJNA265099,SAMN03145515,858072365,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745215,GSM1533254,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-07-16T00:00:00Z,GSM1533254,reprogramming intermediates of hiF-T cells,SRP049340,DOX days 0-24,TRA-1-60+,
