Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,embryo_number,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,source_name,SRA Study
SRR5710411,RNA-Seq,202,3723385200,PRJNA392971,SAMN07252067,1525026276,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 24,SRX2931020,GSM2672097,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672097,Single cell,Human Embryo,SRP113531
SRR5710412,RNA-Seq,202,2481249224,PRJNA392971,SAMN07252066,1015513874,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 24,SRX2931021,GSM2672098,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672098,Single cell,Human Embryo,SRP113531
SRR5710413,RNA-Seq,202,2481771798,PRJNA392971,SAMN07252065,1011745697,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 24,SRX2931022,GSM2672099,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672099,Single cell,Human Embryo,SRP113531
SRR5710414,RNA-Seq,202,2108691130,PRJNA392971,SAMN07252064,832401675,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931023,GSM2672100,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672100,Single cell,Human Embryo,SRP113531
SRR5710415,RNA-Seq,202,3048721562,PRJNA392971,SAMN07252063,981026545,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931024,GSM2672101,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672101,Single cell,Human Embryo,SRP113531
SRR5710416,RNA-Seq,202,40041450,PRJNA392971,SAMN07252062,13506940,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931025,GSM2672102,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672102,Single cell,Human Embryo,SRP113531
SRR5710417,RNA-Seq,202,3054697530,PRJNA392971,SAMN07252061,1105018485,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931026,GSM2672103,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672103,Single cell,Human Embryo,SRP113531
SRR5710418,RNA-Seq,202,3435309364,PRJNA392971,SAMN07252060,1248015855,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931027,GSM2672104,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672104,Single cell,Human Embryo,SRP113531
SRR5710419,RNA-Seq,202,16299380,PRJNA392971,SAMN07252059,6066711,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931028,GSM2672105,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672105,Single cell,Human Embryo,SRP113531
SRR5710420,RNA-Seq,202,2590504358,PRJNA392971,SAMN07252058,1039766284,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931029,GSM2672106,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672106,Single cell,Human Embryo,SRP113531
SRR5710421,RNA-Seq,202,2389087128,PRJNA392971,SAMN07252057,946820254,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931030,GSM2672107,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672107,Single cell,Human Embryo,SRP113531
SRR5710422,RNA-Seq,202,3311091686,PRJNA392971,SAMN07252056,1289551660,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931031,GSM2672108,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672108,Single cell,Human Embryo,SRP113531
SRR5710423,RNA-Seq,202,2678443038,PRJNA392971,SAMN07252055,1057307233,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931032,GSM2672109,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672109,Single cell,Human Embryo,SRP113531
SRR5710424,RNA-Seq,202,2266070946,PRJNA392971,SAMN07252054,893726593,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931033,GSM2672110,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672110,Single cell,Human Embryo,SRP113531
SRR5710425,RNA-Seq,202,2488631314,PRJNA392971,SAMN07252053,1027773238,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931034,GSM2672111,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672111,Single cell,Human Embryo,SRP113531
SRR5710426,RNA-Seq,202,1839291810,PRJNA392971,SAMN07252052,723339486,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931035,GSM2672112,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672112,Single cell,Human Embryo,SRP113531
SRR5710427,RNA-Seq,202,34057402,PRJNA392971,SAMN07252051,11376670,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931036,GSM2672113,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672113,Single cell,Human Embryo,SRP113531
SRR5710428,RNA-Seq,202,3315534878,PRJNA392971,SAMN07252050,1084365015,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931037,GSM2672114,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672114,Single cell,Human Embryo,SRP113531
SRR5710429,RNA-Seq,202,683972,PRJNA392971,SAMN07252049,354688,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931038,GSM2672115,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672115,Trophectoderm biopsy,Human Embryo,SRP113531
SRR5710430,RNA-Seq,202,4002562734,PRJNA392971,SAMN07252048,1633659936,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931039,GSM2672116,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672116,Trophectoderm biopsy,Human Embryo,SRP113531
SRR5710431,RNA-Seq,202,3008187434,PRJNA392971,SAMN07252047,1206284974,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 8,SRX2931040,GSM2672117,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672117,Trophectoderm biopsy,Human Embryo,SRP113531
SRR5710432,RNA-Seq,202,2524222502,PRJNA392971,SAMN07252046,1001042509,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 9,SRX2931041,GSM2672118,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672118,Single cell,Human Embryo,SRP113531
SRR5710433,RNA-Seq,202,255732,PRJNA392971,SAMN07252045,190153,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 9,SRX2931042,GSM2672119,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672119,Single cell,Human Embryo,SRP113531
SRR5710434,RNA-Seq,202,3069111038,PRJNA392971,SAMN07252044,1220688065,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 9,SRX2931043,GSM2672120,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672120,Single cell,Human Embryo,SRP113531
SRR5710435,RNA-Seq,202,2123469046,PRJNA392971,SAMN07252043,840834874,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 9,SRX2931044,GSM2672121,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672121,Single cell,Human Embryo,SRP113531
SRR5710436,RNA-Seq,202,198976060,PRJNA392971,SAMN07252002,64204246,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 9,SRX2931045,GSM2672122,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672122,Single cell,Human Embryo,SRP113531
SRR5710437,RNA-Seq,202,1760012062,PRJNA392971,SAMN07252001,570187511,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 9,SRX2931046,GSM2672123,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672123,Single cell,Human Embryo,SRP113531
SRR5710438,RNA-Seq,202,3831340868,PRJNA392971,SAMN07252042,1392484353,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 9,SRX2931047,GSM2672124,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672124,Single cell,Human Embryo,SRP113531
SRR5710439,RNA-Seq,202,4056568646,PRJNA392971,SAMN07252003,1659751240,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Blastocyst,CRISPR 9,SRX2931048,GSM2672125,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-09-21T00:00:00Z,GSM2672125,Single cell,Human Embryo,SRP113531
