Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,development_day,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Stage
SRR8483576,RNA-Seq,300,1108504200,PRJNA516921,SAMN10815648,456141264,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288209,GSM3578801,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578801,trophoblasts,SRP181926,post-implantation
SRR8483577,RNA-Seq,300,885524700,PRJNA516921,SAMN10815647,355158760,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288210,GSM3578802,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578802,trophoblasts,SRP181926,post-implantation
SRR8483578,RNA-Seq,300,1634908200,PRJNA516921,SAMN10815646,674920452,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288211,GSM3578803,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578803,trophoblasts,SRP181926,post-implantation
SRR8483579,RNA-Seq,300,1116637200,PRJNA516921,SAMN10815645,450710981,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288212,GSM3578804,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578804,trophoblasts,SRP181926,post-implantation
SRR8483580,RNA-Seq,300,870531900,PRJNA516921,SAMN10815644,358070612,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288213,GSM3578805,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578805,trophoblasts,SRP181926,post-implantation
SRR8483581,RNA-Seq,300,1238422800,PRJNA516921,SAMN10815643,508288852,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288214,GSM3578806,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578806,trophoblasts,SRP181926,post-implantation
SRR8483582,RNA-Seq,300,1667028300,PRJNA516921,SAMN10815642,695441686,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288215,GSM3578807,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578807,trophoblasts,SRP181926,post-implantation
SRR8483583,RNA-Seq,300,1115436900,PRJNA516921,SAMN10815641,462570428,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288216,GSM3578808,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578808,trophoblasts,SRP181926,post-implantation
SRR8483584,RNA-Seq,300,527771700,PRJNA516921,SAMN10815640,213385670,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288217,GSM3578809,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578809,trophoblasts,SRP181926,post-implantation
SRR8483585,RNA-Seq,300,917605200,PRJNA516921,SAMN10815639,378378600,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288218,GSM3578810,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578810,trophoblasts,SRP181926,post-implantation
SRR8483586,RNA-Seq,300,819643800,PRJNA516921,SAMN10815638,336997731,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288219,GSM3578811,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578811,trophoblasts,SRP181926,post-implantation
SRR8483587,RNA-Seq,300,675980100,PRJNA516921,SAMN10815637,281139764,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288220,GSM3578812,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578812,trophoblasts,SRP181926,post-implantation
SRR8483588,RNA-Seq,300,536219400,PRJNA516921,SAMN10815636,219856058,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288221,GSM3578813,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578813,trophoblasts,SRP181926,post-implantation
SRR8483589,RNA-Seq,300,499794600,PRJNA516921,SAMN10815635,208357656,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288222,GSM3578814,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578814,trophoblasts,SRP181926,post-implantation
SRR8483590,RNA-Seq,300,494334600,PRJNA516921,SAMN10815634,204390574,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288223,GSM3578815,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578815,trophoblasts,SRP181926,post-implantation
SRR8483591,RNA-Seq,300,1460375700,PRJNA516921,SAMN10815633,614359478,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288224,GSM3578816,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578816,trophoblasts,SRP181926,post-implantation
SRR8483592,RNA-Seq,300,644223900,PRJNA516921,SAMN10815632,271234661,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288225,GSM3578817,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578817,trophoblasts,SRP181926,post-implantation
SRR8483593,RNA-Seq,300,408269400,PRJNA516921,SAMN10815631,179279271,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288226,GSM3578818,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578818,trophoblasts,SRP181926,post-implantation
SRR8483594,RNA-Seq,300,365772900,PRJNA516921,SAMN10815630,156082082,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288227,GSM3578819,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578819,trophoblasts,SRP181926,post-implantation
SRR8483595,RNA-Seq,300,1226548500,PRJNA516921,SAMN10815629,518336013,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288228,GSM3578820,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578820,trophoblasts,SRP181926,post-implantation
SRR8483596,RNA-Seq,300,581634900,PRJNA516921,SAMN10815628,244206253,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288229,GSM3578821,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578821,trophoblasts,SRP181926,post-implantation
SRR8483597,RNA-Seq,300,449678100,PRJNA516921,SAMN10815627,186638750,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288230,GSM3578822,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578822,trophoblasts,SRP181926,post-implantation
SRR8483598,RNA-Seq,300,596471400,PRJNA516921,SAMN10815626,247219078,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288231,GSM3578823,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578823,trophoblasts,SRP181926,post-implantation
SRR8483599,RNA-Seq,300,500192700,PRJNA516921,SAMN10815625,204792044,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288232,GSM3578824,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578824,trophoblasts,SRP181926,post-implantation
SRR8483600,RNA-Seq,300,661716900,PRJNA516921,SAMN10815679,272307906,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288233,GSM3578825,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578825,trophoblasts,SRP181926,post-implantation
SRR8483601,RNA-Seq,300,249704700,PRJNA516921,SAMN10815678,105356643,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288234,GSM3578826,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578826,trophoblasts,SRP181926,post-implantation
SRR8483602,RNA-Seq,300,1684697400,PRJNA516921,SAMN10815677,697177807,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288235,GSM3578827,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578827,trophoblasts,SRP181926,post-implantation
SRR8483603,RNA-Seq,300,203959500,PRJNA516921,SAMN10815676,84949829,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288236,GSM3578828,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578828,trophoblasts,SRP181926,post-implantation
SRR8483604,RNA-Seq,300,401258700,PRJNA516921,SAMN10815675,166205696,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288237,GSM3578829,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578829,trophoblasts,SRP181926,post-implantation
SRR8483605,RNA-Seq,300,855649500,PRJNA516921,SAMN10815674,351367588,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288238,GSM3578830,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578830,trophoblasts,SRP181926,post-implantation
SRR8483606,RNA-Seq,300,283421100,PRJNA516921,SAMN10815673,117596415,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288239,GSM3578831,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578831,trophoblasts,SRP181926,post-implantation
SRR8483607,RNA-Seq,300,602941800,PRJNA516921,SAMN10815672,246315394,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288240,GSM3578832,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578832,trophoblasts,SRP181926,post-implantation
SRR8483608,RNA-Seq,300,431553900,PRJNA516921,SAMN10815671,178597172,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288241,GSM3578833,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578833,trophoblasts,SRP181926,post-implantation
SRR8483609,RNA-Seq,300,570198000,PRJNA516921,SAMN10815670,235271281,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288242,GSM3578834,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578834,trophoblasts,SRP181926,post-implantation
SRR8483610,RNA-Seq,300,617978400,PRJNA516921,SAMN10815669,252399310,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288243,GSM3578835,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578835,trophoblasts,SRP181926,post-implantation
SRR8483611,RNA-Seq,300,1574604900,PRJNA516921,SAMN10815668,652645466,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288244,GSM3578836,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578836,trophoblasts,SRP181926,post-implantation
SRR8483612,RNA-Seq,300,408274800,PRJNA516921,SAMN10815667,169396254,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288245,GSM3578837,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578837,trophoblasts,SRP181926,post-implantation
SRR8483613,RNA-Seq,300,733657500,PRJNA516921,SAMN10815666,304606261,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288246,GSM3578838,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578838,trophoblasts,SRP181926,post-implantation
SRR8483614,RNA-Seq,300,814176300,PRJNA516921,SAMN10815665,336037165,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288247,GSM3578839,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578839,trophoblasts,SRP181926,post-implantation
SRR8483615,RNA-Seq,300,1839239700,PRJNA516921,SAMN10815664,752996165,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288248,GSM3578840,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578840,trophoblasts,SRP181926,post-implantation
SRR8483616,RNA-Seq,300,940970100,PRJNA516921,SAMN10815529,392456838,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288249,GSM3578841,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578841,trophoblasts,SRP181926,post-implantation
SRR8483617,RNA-Seq,300,293385300,PRJNA516921,SAMN10815528,125720180,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288250,GSM3578842,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578842,trophoblasts,SRP181926,post-implantation
SRR8483618,RNA-Seq,300,663494700,PRJNA516921,SAMN10815527,276336964,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288251,GSM3578843,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578843,trophoblasts,SRP181926,post-implantation
SRR8483619,RNA-Seq,300,421956600,PRJNA516921,SAMN10815588,175327277,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288252,GSM3578844,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578844,trophoblasts,SRP181926,post-implantation
SRR8483620,RNA-Seq,300,222231900,PRJNA516921,SAMN10815587,92747503,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288253,GSM3578845,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578845,trophoblasts,SRP181926,post-implantation
SRR8483621,RNA-Seq,300,1463594400,PRJNA516921,SAMN10815586,599998067,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288254,GSM3578846,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578846,trophoblasts,SRP181926,post-implantation
SRR8483622,RNA-Seq,300,584999400,PRJNA516921,SAMN10815585,249390293,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288255,GSM3578847,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578847,trophoblasts,SRP181926,post-implantation
SRR8483623,RNA-Seq,300,218694300,PRJNA516921,SAMN10815584,92290395,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288256,GSM3578848,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578848,trophoblasts,SRP181926,post-implantation
SRR8483624,RNA-Seq,300,1038705600,PRJNA516921,SAMN10815583,427917086,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288257,GSM3578849,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578849,trophoblasts,SRP181926,post-implantation
SRR8483625,RNA-Seq,300,521714700,PRJNA516921,SAMN10815582,216267254,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288258,GSM3578850,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578850,trophoblasts,SRP181926,post-implantation
SRR8483626,RNA-Seq,300,816986100,PRJNA516921,SAMN10815581,336087578,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288259,GSM3578851,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578851,trophoblasts,SRP181926,post-implantation
SRR8483627,RNA-Seq,300,118593000,PRJNA516921,SAMN10815580,50139542,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288260,GSM3578852,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578852,trophoblasts,SRP181926,post-implantation
SRR8483628,RNA-Seq,300,344613000,PRJNA516921,SAMN10815579,143434137,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288261,GSM3578853,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578853,trophoblasts,SRP181926,post-implantation
SRR8483629,RNA-Seq,300,570337500,PRJNA516921,SAMN10815578,233888898,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288262,GSM3578854,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578854,trophoblasts,SRP181926,post-implantation
SRR8483630,RNA-Seq,300,661464900,PRJNA516921,SAMN10815577,276803262,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288263,GSM3578855,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578855,trophoblasts,SRP181926,post-implantation
SRR8483631,RNA-Seq,300,607175700,PRJNA516921,SAMN10815576,256372294,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288264,GSM3578856,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578856,trophoblasts,SRP181926,post-implantation
SRR8483632,RNA-Seq,300,587677200,PRJNA516921,SAMN10815575,250521379,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288265,GSM3578857,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578857,trophoblasts,SRP181926,post-implantation
SRR8483633,RNA-Seq,300,557211600,PRJNA516921,SAMN10815574,238523661,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288266,GSM3578858,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578858,trophoblasts,SRP181926,post-implantation
SRR8483634,RNA-Seq,300,397356600,PRJNA516921,SAMN10815573,167356556,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288267,GSM3578859,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578859,trophoblasts,SRP181926,post-implantation
SRR8483635,RNA-Seq,300,1773527100,PRJNA516921,SAMN10815572,717311155,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288268,GSM3578860,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578860,trophoblasts,SRP181926,post-implantation
SRR8483636,RNA-Seq,300,1057857600,PRJNA516921,SAMN10815571,428034194,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288269,GSM3578861,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578861,trophoblasts,SRP181926,post-implantation
SRR8483637,RNA-Seq,300,1237498200,PRJNA516921,SAMN10815570,515458507,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288270,GSM3578862,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578862,trophoblasts,SRP181926,post-implantation
SRR8483638,RNA-Seq,300,1342544100,PRJNA516921,SAMN10815569,544688501,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288271,GSM3578863,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578863,trophoblasts,SRP181926,post-implantation
SRR8483639,RNA-Seq,300,1192189500,PRJNA516921,SAMN10815568,489271899,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288272,GSM3578864,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578864,trophoblasts,SRP181926,post-implantation
SRR8483640,RNA-Seq,300,1563680700,PRJNA516921,SAMN10815567,630034122,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288273,GSM3578865,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578865,trophoblasts,SRP181926,post-implantation
SRR8483641,RNA-Seq,300,1103577900,PRJNA516921,SAMN10815566,436367283,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288274,GSM3578866,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578866,trophoblasts,SRP181926,post-implantation
SRR8483642,RNA-Seq,300,1483816500,PRJNA516921,SAMN10815565,592989100,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288275,GSM3578867,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578867,trophoblasts,SRP181926,post-implantation
SRR8483643,RNA-Seq,300,1670998200,PRJNA516921,SAMN10815564,670614287,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288276,GSM3578868,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578868,trophoblasts,SRP181926,post-implantation
SRR8483644,RNA-Seq,300,1238372400,PRJNA516921,SAMN10815563,493030682,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288277,GSM3578869,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578869,trophoblasts,SRP181926,post-implantation
SRR8483645,RNA-Seq,300,2140083600,PRJNA516921,SAMN10815562,863461053,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day9,SRX5288278,GSM3578870,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578870,trophoblasts,SRP181926,post-implantation
