Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Time
SRR8952821,RNA-Seq,202,1272854722,PRJNA534673,SAMN11492914,495084865,trophoblast cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732654,GSM3735424,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735424,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952709,RNA-Seq,202,1610740122,PRJNA534673,SAMN11492889,618756434,trophoblast cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5732542,GSM3735312,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735312,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952723,RNA-Seq,202,1553111946,PRJNA534673,SAMN11492845,619365242,trophoblast cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732556,GSM3735326,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735326,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952724,RNA-Seq,202,1474216402,PRJNA534673,SAMN11492844,569331306,trophoblast cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732557,GSM3735327,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735327,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952727,RNA-Seq,202,1534315846,PRJNA534673,SAMN11492933,597581972,trophoblast cells,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5732560,GSM3735330,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735330,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952757,RNA-Seq,202,1694897564,PRJNA534673,SAMN11492799,668196212,trophoblast cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732590,GSM3735360,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735360,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952759,RNA-Seq,202,1860169722,PRJNA534673,SAMN11492896,729191007,trophoblast cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5732592,GSM3735362,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735362,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952786,RNA-Seq,300,2649135600,PRJNA534673,SAMN11492860,1111149526,trophoblast cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5732619,GSM3735389,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735389,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952808,RNA-Seq,202,1519763362,PRJNA534673,SAMN11492826,602541149,trophoblast cells,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5732641,GSM3735411,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735411,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952835,RNA-Seq,202,1018438752,PRJNA534673,SAMN11492903,397929608,trophoblast cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5732668,GSM3735438,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735438,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952715,RNA-Seq,202,1710000498,PRJNA534673,SAMN11492853,649405822,trophoblast cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5732548,GSM3735318,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735318,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952729,RNA-Seq,202,1589549918,PRJNA534673,SAMN11492931,617881353,trophoblast cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5732562,GSM3735332,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735332,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952706,RNA-Seq,202,1486957552,PRJNA534673,SAMN11492892,579551686,trophoblast cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732539,GSM3735309,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735309,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952711,RNA-Seq,202,2342468962,PRJNA534673,SAMN11492887,908353641,trophoblast cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5732544,GSM3735314,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735314,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952714,RNA-Seq,202,1638558956,PRJNA534673,SAMN11492854,635180519,trophoblast cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5732547,GSM3735317,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735317,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952734,RNA-Seq,202,1530877806,PRJNA534673,SAMN11492926,595447204,trophoblast cells,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5732567,GSM3735337,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735337,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952736,RNA-Seq,202,1206882330,PRJNA534673,SAMN11492924,473367722,trophoblast cells,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732569,GSM3735339,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735339,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952771,RNA-Seq,202,1329625610,PRJNA534673,SAMN11492875,530800668,trophoblast cells,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5732604,GSM3735374,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735374,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952781,RNA-Seq,300,2992402200,PRJNA534673,SAMN11492865,1259535855,trophoblast cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732614,GSM3735384,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735384,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952813,RNA-Seq,202,1231737218,PRJNA534673,SAMN11492821,485021787,trophoblast cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732646,GSM3735416,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735416,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952816,RNA-Seq,202,1332858822,PRJNA534673,SAMN11492818,522481517,trophoblast cells,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5732649,GSM3735419,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735419,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952817,RNA-Seq,202,1694541842,PRJNA534673,SAMN11492817,654528028,trophoblast cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732650,GSM3735420,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735420,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952822,RNA-Seq,202,1303052510,PRJNA534673,SAMN11492913,509683820,trophoblast cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5732655,GSM3735425,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735425,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952825,RNA-Seq,202,1478176814,PRJNA534673,SAMN11492814,572372062,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732658,GSM3735428,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735428,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952839,RNA-Seq,300,3237137100,PRJNA534673,SAMN11492899,1352870313,trophoblast cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5732672,GSM3735442,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735442,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952782,RNA-Seq,300,2549531400,PRJNA534673,SAMN11492864,1070066565,trophoblast cells,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5732615,GSM3735385,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735385,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952740,RNA-Seq,202,1855921056,PRJNA534673,SAMN11492920,704950997,trophoblast cells,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5732573,GSM3735343,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735343,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952791,RNA-Seq,300,2516794200,PRJNA534673,SAMN11492796,1076861356,trophoblast cells,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732624,GSM3735394,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735394,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952811,RNA-Seq,202,1507048674,PRJNA534673,SAMN11492823,587815482,trophoblast cells,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5732644,GSM3735414,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735414,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952805,RNA-Seq,300,2747030400,PRJNA534673,SAMN11492829,1159557876,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5732638,GSM3735408,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735408,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952836,RNA-Seq,202,973865028,PRJNA534673,SAMN11492902,376402514,trophoblast cells,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732669,GSM3735439,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735439,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952739,RNA-Seq,202,1035441900,PRJNA534673,SAMN11492921,404710684,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732572,GSM3735342,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735342,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952807,RNA-Seq,202,1419483492,PRJNA534673,SAMN11492827,559660373,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732640,GSM3735410,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735410,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952824,RNA-Seq,202,1315938494,PRJNA534673,SAMN11492815,514534595,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732657,GSM3735427,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735427,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952826,RNA-Seq,202,1576841290,PRJNA534673,SAMN11492912,605182217,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732659,GSM3735429,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735429,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952833,RNA-Seq,202,1273027028,PRJNA534673,SAMN11492905,497642531,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732666,GSM3735436,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735436,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952809,RNA-Seq,202,1372765336,PRJNA534673,SAMN11492825,541594958,trophoblast cells,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5732642,GSM3735412,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735412,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952730,RNA-Seq,202,1665262548,PRJNA534673,SAMN11492930,643785798,trophoblast cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5732563,GSM3735333,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735333,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952741,RNA-Seq,300,2455782900,PRJNA534673,SAMN11492919,1026284803,trophoblast cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732574,GSM3735344,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735344,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952754,RNA-Seq,202,8393908,PRJNA534673,SAMN11492802,3774206,trophoblast cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732587,GSM3735357,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735357,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952766,RNA-Seq,202,1351482010,PRJNA534673,SAMN11492880,531123982,trophoblast cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5732599,GSM3735369,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735369,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952783,RNA-Seq,300,2616246000,PRJNA534673,SAMN11492863,1128175082,trophoblast cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5732616,GSM3735386,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735386,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952806,RNA-Seq,300,2453090100,PRJNA534673,SAMN11492828,1040848483,trophoblast cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5732639,GSM3735409,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735409,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952770,RNA-Seq,202,1751858938,PRJNA534673,SAMN11492876,695341103,trophoblast cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5732603,GSM3735373,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735373,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952789,RNA-Seq,300,2716729500,PRJNA534673,SAMN11492857,1153623457,trophoblast cells,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5732622,GSM3735392,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735392,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952840,RNA-Seq,300,2303048400,PRJNA534673,SAMN11492898,974887241,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5732673,GSM3735443,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735443,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952717,RNA-Seq,202,1730639444,PRJNA534673,SAMN11492851,695454743,trophoblast cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732550,GSM3735320,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735320,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952746,RNA-Seq,300,2839984500,PRJNA534673,SAMN11492810,1191139576,trophoblast cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5732579,GSM3735349,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735349,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952747,RNA-Seq,300,2501732400,PRJNA534673,SAMN11492809,1066650970,trophoblast cells,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5732580,GSM3735350,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735350,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952774,RNA-Seq,202,1357106296,PRJNA534673,SAMN11492872,535800224,trophoblast cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5732607,GSM3735377,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735377,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952749,RNA-Seq,300,4089381000,PRJNA534673,SAMN11492807,1744970638,trophoblast cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5732582,GSM3735352,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735352,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952762,RNA-Seq,202,1353087304,PRJNA534673,SAMN11492883,531024559,trophoblast cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5732595,GSM3735365,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735365,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952773,RNA-Seq,202,1730048796,PRJNA534673,SAMN11492873,679002611,trophoblast cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5732606,GSM3735376,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735376,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952830,RNA-Seq,202,1403563468,PRJNA534673,SAMN11492908,541308885,trophoblast cells,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5732663,GSM3735433,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735433,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952841,RNA-Seq,300,2506279500,PRJNA534673,SAMN11492897,1058807271,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5732674,GSM3735444,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735444,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952712,RNA-Seq,202,1467814214,PRJNA534673,SAMN11492886,599367249,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732545,GSM3735315,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735315,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952726,RNA-Seq,202,1262444046,PRJNA534673,SAMN11492842,486929372,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732559,GSM3735329,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735329,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952767,RNA-Seq,202,1644686222,PRJNA534673,SAMN11492879,649028006,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732600,GSM3735370,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735370,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952828,RNA-Seq,202,1438285652,PRJNA534673,SAMN11492910,566072225,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732661,GSM3735431,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735431,trophoblast cells,SRP193790,Day 8 (Extended culture)
SRR8952705,RNA-Seq,300,2871995100,PRJNA534673,SAMN11492893,1215330105,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732538,GSM3735308,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735308,trophoblast cells,SRP193790,Day 10 (Extended culture)
SRR8952785,RNA-Seq,300,2362277400,PRJNA534673,SAMN11492861,1072510058,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732618,GSM3735388,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735388,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952792,RNA-Seq,300,2811613200,PRJNA534673,SAMN11492795,1196286482,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732625,GSM3735395,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735395,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952804,RNA-Seq,300,2697567600,PRJNA534673,SAMN11492830,1141871088,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732637,GSM3735407,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735407,trophoblast cells,SRP193790,Day 12 (Extended culture)
SRR8952708,RNA-Seq,202,1544602898,PRJNA534673,SAMN11492890,593179642,trophoblast cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5732541,GSM3735311,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-22T00:00:00Z,GSM3735311,trophoblast cells,SRP193790,Day 10 (Extended culture)
