Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Tissue,tissue_source
SRR6506324,RNA-Seq,300,18499784100,PRJNA431392,SAMN08390418,8954066573,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594907,GSM2946255,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946255,fresh embryo from Volunteer,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from Volunteer
SRR6506325,RNA-Seq,300,46706298600,PRJNA431392,SAMN08390417,23213413106,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594908,GSM2946256,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946256,fresh embryo from Volunteer,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from Volunteer
SRR6506326,RNA-Seq,300,58353025500,PRJNA431392,SAMN08390416,28823213220,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594909,GSM2946257,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946257,fresh embryo from Volunteer,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from Volunteer
SRR6506327,RNA-Seq,300,45447965100,PRJNA431392,SAMN08390415,22209345459,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594910,GSM2946258,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946258,fresh embryo from Volunteer,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from Volunteer
SRR6506328,RNA-Seq,300,60278269800,PRJNA431392,SAMN08390413,29496652237,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594911,GSM2946259,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946259,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506329,RNA-Seq,300,67376228700,PRJNA431392,SAMN08390412,33021986989,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594912,GSM2946260,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946260,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506330,RNA-Seq,300,56207808000,PRJNA431392,SAMN08390411,28492065118,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594913,GSM2946261,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946261,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506332,RNA-Seq,300,70323884100,PRJNA431392,SAMN08390409,34727380037,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594915,GSM2946263,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946263,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506334,RNA-Seq,300,69231820200,PRJNA431392,SAMN08390461,34197966684,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594917,GSM2946265,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946265,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506336,RNA-Seq,300,58205857200,PRJNA431392,SAMN08390459,27728207990,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594919,GSM2946267,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946267,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506338,RNA-Seq,300,62609759100,PRJNA431392,SAMN08390457,29462252220,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594921,GSM2946269,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946269,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506339,RNA-Seq,300,39086823900,PRJNA431392,SAMN08390454,19360888402,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594922,GSM2946270,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946270,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506341,RNA-Seq,300,57122509200,PRJNA431392,SAMN08390520,27464307716,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594924,GSM2946272,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946272,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506342,RNA-Seq,300,89642839800,PRJNA431392,SAMN08390519,37933950865,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594925,GSM2946273,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946273,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506343,RNA-Seq,300,27319997100,PRJNA431392,SAMN08390518,13907684142,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594926,GSM2946274,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946274,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506344,RNA-Seq,300,57279747900,PRJNA431392,SAMN08390517,28130523172,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594927,GSM2946275,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946275,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506286,RNA-Seq,300,56350312200,PRJNA431392,SAMN08390406,26506845604,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594869,GSM2946217,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946217,fresh embryo from Volunteer,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from Volunteer
SRR8569914,RNA-Seq,300,39095135700,PRJNA431392,SAMN10923910,19925312462,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5371218,GSM3602371,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602371,tri-vol-d6-181118C,SRP131258,in vitro cultured post-implantation embryo,
SRR8569898,RNA-Seq,300,47911371300,PRJNA431392,SAMN10923898,24020092554,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5371202,GSM3602355,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602355,tri-vol-d12-180622J,SRP131258,in vitro cultured post-implantation embryo,
SRR8569908,RNA-Seq,300,43189184700,PRJNA431392,SAMN10923930,21640522023,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5371212,GSM3602365,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602365,tri-vol-d6-181015C,SRP131258,in vitro cultured post-implantation embryo,
SRR8569917,RNA-Seq,300,49605918600,PRJNA431392,SAMN10923907,25017420111,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5371221,GSM3602374,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602374,tri-vol-d6-181118F,SRP131258,in vitro cultured post-implantation embryo,
SRR8569921,RNA-Seq,300,56397435300,PRJNA431392,SAMN10923921,27548250143,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5371225,GSM3602378,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602378,tri-vol-d8-180622F,SRP131258,in vitro cultured post-implantation embryo,
SRR8569918,RNA-Seq,300,49347510300,PRJNA431392,SAMN10923924,24798786602,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5371222,GSM3602375,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602375,tri-vol-d8-180622C,SRP131258,in vitro cultured post-implantation embryo,
SRR8569926,RNA-Seq,300,42144529800,PRJNA431392,SAMN10923916,21404734943,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5371230,GSM3602383,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602383,tri-vol-d8-180622R,SRP131258,in vitro cultured post-implantation embryo,
SRR6506298,RNA-Seq,300,66978970800,PRJNA431392,SAMN08390442,31737276276,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594881,GSM2946229,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946229,fresh embryo from Volunteer,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from Volunteer
SRR6506315,RNA-Seq,300,46613181300,PRJNA431392,SAMN08390426,22335419086,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3594898,GSM2946246,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946246,fresh embryo from Volunteer,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from Volunteer
SRR6506331,RNA-Seq,300,70819728300,PRJNA431392,SAMN08390410,35003044604,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3594914,GSM2946262,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946262,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506340,RNA-Seq,300,50647171800,PRJNA431392,SAMN08390453,24169583732,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX3594923,GSM2946271,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946271,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR8569892,RNA-Seq,300,48902616300,PRJNA431392,SAMN10923904,25011786216,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5371196,GSM3602349,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602349,tri-vol-d10-180622I,SRP131258,in vitro cultured post-implantation embryo,
SRR8569906,RNA-Seq,300,46095937800,PRJNA431392,SAMN10923932,23782398950,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5371210,GSM3602363,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602363,tri-vol-d6-181015A,SRP131258,in vitro cultured post-implantation embryo,
SRR8569910,RNA-Seq,300,33935134200,PRJNA431392,SAMN10923928,17290499206,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5371214,GSM3602367,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602367,tri-vol-d6-181015M,SRP131258,in vitro cultured post-implantation embryo,
SRR8569913,RNA-Seq,300,52563111300,PRJNA431392,SAMN10923925,26748101906,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5371217,GSM3602370,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602370,tri-vol-d6-181118B,SRP131258,in vitro cultured post-implantation embryo,
SRR8569924,RNA-Seq,300,49390722600,PRJNA431392,SAMN10923918,25135774885,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5371228,GSM3602381,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602381,tri-vol-d8-180622P,SRP131258,in vitro cultured post-implantation embryo,
SRR8569925,RNA-Seq,300,46771046400,PRJNA431392,SAMN10923917,23551786426,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5371229,GSM3602382,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602382,tri-vol-d8-180622Q,SRP131258,in vitro cultured post-implantation embryo,
SRR8569927,RNA-Seq,300,53094676200,PRJNA431392,SAMN10923915,26895832921,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5371231,GSM3602384,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602384,tri-vol-d8-180622S,SRP131258,in vitro cultured post-implantation embryo,
SRR8569929,RNA-Seq,300,44122865700,PRJNA431392,SAMN10923913,22800457001,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5371233,GSM3602386,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602386,tri-vol-d8-181015H,SRP131258,in vitro cultured post-implantation embryo,
SRR8569897,RNA-Seq,300,55298460600,PRJNA431392,SAMN10923899,28338207646,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5371201,GSM3602354,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602354,tri-vol-d10-180622Z,SRP131258,in vitro cultured post-implantation embryo,
SRR8569899,RNA-Seq,300,44621331900,PRJNA431392,SAMN10923897,22402804524,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5371203,GSM3602356,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602356,tri-vol-d12-180622K,SRP131258,in vitro cultured post-implantation embryo,
SRR6506272,RNA-Seq,300,63748478100,PRJNA431392,SAMN08390486,32388087277,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX3594855,GSM2946203,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946203,fresh embryo from IVF,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from IVF
SRR6506280,RNA-Seq,300,46420351500,PRJNA431392,SAMN08390478,23086976439,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3594863,GSM2946211,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946211,fresh embryo from IVF,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from IVF
SRR6506288,RNA-Seq,300,50484618300,PRJNA431392,SAMN08390452,24407610164,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3594871,GSM2946219,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946219,fresh embryo from Volunteer,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from Volunteer
SRR6506268,RNA-Seq,300,42707029200,PRJNA431392,SAMN08390490,22460469857,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3594851,GSM2946199,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946199,fresh embryo from IVF,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from IVF
SRR6506276,RNA-Seq,300,42526288500,PRJNA431392,SAMN08390482,21480152164,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX3594859,GSM2946207,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946207,fresh embryo from IVF,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from IVF
SRR6506289,RNA-Seq,300,52046565600,PRJNA431392,SAMN08390450,25184595347,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3594872,GSM2946220,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946220,fresh embryo from Volunteer,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from Volunteer
SRR6506293,RNA-Seq,300,34872901200,PRJNA431392,SAMN08390447,15520332628,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3594876,GSM2946224,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946224,fresh embryo from Volunteer,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from Volunteer
SRR6506299,RNA-Seq,300,63665125800,PRJNA431392,SAMN08390441,31759989850,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3594882,GSM2946230,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946230,fresh embryo from Volunteer,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from Volunteer
SRR6506304,RNA-Seq,300,63655186500,PRJNA431392,SAMN08390437,32263320397,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3594887,GSM2946235,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946235,fresh embryo from Volunteer,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from Volunteer
SRR6506335,RNA-Seq,300,16278176400,PRJNA431392,SAMN08390460,8151643340,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3594918,GSM2946266,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946266,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR6506275,RNA-Seq,300,48706484700,PRJNA431392,SAMN08390483,24071973987,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3594858,GSM2946206,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946206,fresh embryo from IVF,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from IVF
SRR6506281,RNA-Seq,300,35261837700,PRJNA431392,SAMN08390477,17891811932,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3594864,GSM2946212,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946212,fresh embryo from IVF,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from IVF
SRR6506297,RNA-Seq,300,46568575500,PRJNA431392,SAMN08390443,22564480790,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3594880,GSM2946228,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946228,fresh embryo from Volunteer,SRP131258,in vitro cultured post-implantation embryo,fresh embryo from Volunteer
SRR6506333,RNA-Seq,300,54018761100,PRJNA431392,SAMN08390408,26574002605,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3594916,GSM2946264,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM2946264,Cryopreseved embryo with monogenic disease,SRP131258,in vitro cultured post-implantation embryo,Cryopreseved embryo with monogenic disease
SRR8569890,RNA-Seq,300,49603060200,PRJNA431392,SAMN10923906,25365826012,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5371194,GSM3602347,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602347,tri-vol-d10-180622G,SRP131258,in vitro cultured post-implantation embryo,
SRR8569891,RNA-Seq,300,53180152200,PRJNA431392,SAMN10923905,27122439911,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5371195,GSM3602348,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602348,tri-vol-d10-180622H,SRP131258,in vitro cultured post-implantation embryo,
SRR8569893,RNA-Seq,300,51183384600,PRJNA431392,SAMN10923903,26145192074,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5371197,GSM3602350,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602350,tri-vol-d10-180622W,SRP131258,in vitro cultured post-implantation embryo,
SRR8569894,RNA-Seq,300,39128648400,PRJNA431392,SAMN10923902,20029307926,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5371198,GSM3602351,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602351,tri-vol-d10-180622X,SRP131258,in vitro cultured post-implantation embryo,
SRR8569909,RNA-Seq,300,40831642200,PRJNA431392,SAMN10923929,20589944655,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5371213,GSM3602366,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602366,tri-vol-d6-181015L,SRP131258,in vitro cultured post-implantation embryo,
SRR8569912,RNA-Seq,300,46972792200,PRJNA431392,SAMN10923926,23863394617,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5371216,GSM3602369,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602369,tri-vol-d6-181118A,SRP131258,in vitro cultured post-implantation embryo,
SRR8569931,RNA-Seq,300,42289402200,PRJNA431392,SAMN10923911,21404593960,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5371235,GSM3602388,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602388,tri-vol-d8-181015T,SRP131258,in vitro cultured post-implantation embryo,
SRR8569915,RNA-Seq,300,47130891600,PRJNA431392,SAMN10923909,23924803426,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5371219,GSM3602372,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-07-11T00:00:00Z,GSM3602372,tri-vol-d6-181118D,SRP131258,in vitro cultured post-implantation embryo,
