Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Development_stage,Experiment,GEO_Accession (exp),Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,TISSUE
SRR491017,RNA-Seq,100,5380415800,PRJNA153427,SAMN00989171,3728703554,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144396,GSM922202,Illumina HiSeq 2000,GSM922202: Late blastocyst #1 -Cell#9,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922202,Late blastocyst #1,SRP011546,human preimplantation embryos
SRR491018,RNA-Seq,100,2683418700,PRJNA153427,SAMN00989172,1863975134,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144397,GSM922203,Illumina HiSeq 2000,GSM922203: Late blastocyst #1 -Cell#10,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922203,Late blastocyst #1,SRP011546,human preimplantation embryos
SRR491019,RNA-Seq,100,1804965000,PRJNA153427,SAMN00989173,1258910111,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144398,GSM922204,Illumina HiSeq 2000,GSM922204: Late blastocyst #1 -Cell#11,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922204,Late blastocyst #1,SRP011546,human preimplantation embryos
SRR491020,RNA-Seq,100,2208397000,PRJNA153427,SAMN00989174,1523676270,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144399,GSM922205,Illumina HiSeq 2000,GSM922205: Late blastocyst #1 -Cell#12,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922205,Late blastocyst #1,SRP011546,human preimplantation embryos
SRR491021,RNA-Seq,100,2960362300,PRJNA153427,SAMN00989175,2021254940,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144400,GSM922206,Illumina HiSeq 2000,GSM922206: Late blastocyst #2 -Cell#1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922206,Late blastocyst #2,SRP011546,human preimplantation embryos
SRR491022,RNA-Seq,100,2852981200,PRJNA153427,SAMN00989176,1967539467,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144401,GSM922207,Illumina HiSeq 2000,GSM922207: Late blastocyst #2 -Cell#2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922207,Late blastocyst #2,SRP011546,human preimplantation embryos
SRR491023,RNA-Seq,100,2309363000,PRJNA153427,SAMN00989177,1590638682,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144402,GSM922208,Illumina HiSeq 2000,GSM922208: Late blastocyst #2 -Cell#3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922208,Late blastocyst #2,SRP011546,human preimplantation embryos
SRR491024,RNA-Seq,100,2538953100,PRJNA153427,SAMN00989178,1755016901,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144403,GSM922209,Illumina HiSeq 2000,GSM922209: Late blastocyst #2 -Cell#4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922209,Late blastocyst #2,SRP011546,human preimplantation embryos
SRR491025,RNA-Seq,100,2560279700,PRJNA153427,SAMN00989179,1763096182,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144404,GSM922210,Illumina HiSeq 2000,GSM922210: Late blastocyst #2 -Cell#5,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922210,Late blastocyst #2,SRP011546,human preimplantation embryos
SRR491026,RNA-Seq,100,2778456700,PRJNA153427,SAMN00989180,1909109204,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144405,GSM922211,Illumina HiSeq 2000,GSM922211: Late blastocyst #2 -Cell#6,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922211,Late blastocyst #2,SRP011546,human preimplantation embryos
SRR491027,RNA-Seq,100,1850805500,PRJNA153427,SAMN00989181,1273293547,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144406,GSM922212,Illumina HiSeq 2000,GSM922212: Late blastocyst #2 -Cell#7,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922212,Late blastocyst #2,SRP011546,human preimplantation embryos
SRR491028,RNA-Seq,100,2258654100,PRJNA153427,SAMN00989182,1562389793,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144407,GSM922213,Illumina HiSeq 2000,GSM922213: Late blastocyst #2 -Cell#8,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922213,Late blastocyst #2,SRP011546,human preimplantation embryos
SRR491029,RNA-Seq,100,3400873400,PRJNA153427,SAMN00989183,2333501730,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144408,GSM922214,Illumina HiSeq 2000,GSM922214: Late blastocyst #2 -Cell#9,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922214,Late blastocyst #2,SRP011546,human preimplantation embryos
SRR491030,RNA-Seq,100,3476913900,PRJNA153427,SAMN00989184,2391381330,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144409,GSM922215,Illumina HiSeq 2000,GSM922215: Late blastocyst #2 -Cell#10,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922215,Late blastocyst #2,SRP011546,human preimplantation embryos
SRR491031,RNA-Seq,100,4901141700,PRJNA153427,SAMN00989185,3416292158,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144410,GSM922216,Illumina HiSeq 2000,GSM922216: Late blastocyst #3 -Cell#1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922216,Late blastocyst #3,SRP011546,human preimplantation embryos
SRR491032,RNA-Seq,100,4008121500,PRJNA153427,SAMN00989186,2788616679,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144411,GSM922217,Illumina HiSeq 2000,GSM922217: Late blastocyst #3 -Cell#2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922217,Late blastocyst #3,SRP011546,human preimplantation embryos
SRR491033,RNA-Seq,100,2996359500,PRJNA153427,SAMN00989187,2086954339,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144412,GSM922218,Illumina HiSeq 2000,GSM922218: Late blastocyst #3 -Cell#3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922218,Late blastocyst #3,SRP011546,human preimplantation embryos
SRR491034,RNA-Seq,100,3697348700,PRJNA153427,SAMN00989188,2579324973,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144413,GSM922219,Illumina HiSeq 2000,GSM922219: Late blastocyst #3 -Cell#4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922219,Late blastocyst #3,SRP011546,human preimplantation embryos
SRR491035,RNA-Seq,100,3300181800,PRJNA153427,SAMN00989189,2303691942,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144414,GSM922220,Illumina HiSeq 2000,GSM922220: Late blastocyst #3 -Cell#5,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922220,Late blastocyst #3,SRP011546,human preimplantation embryos
SRR491036,RNA-Seq,100,3761805300,PRJNA153427,SAMN00989190,2613018985,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144415,GSM922221,Illumina HiSeq 2000,GSM922221: Late blastocyst #3 -Cell#6,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922221,Late blastocyst #3,SRP011546,human preimplantation embryos
SRR491037,RNA-Seq,100,3939174200,PRJNA153427,SAMN00989191,2718094424,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144416,GSM922222,Illumina HiSeq 2000,GSM922222: Late blastocyst #3 -Cell#7,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922222,Late blastocyst #3,SRP011546,human preimplantation embryos
SRR491038,RNA-Seq,100,4751297200,PRJNA153427,SAMN00989192,3269982623,human preimplantation blastomere,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX144417,GSM922223,Illumina HiSeq 2000,GSM922223: Late blastocyst #3 -Cell#8,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922223,Late blastocyst #3,SRP011546,human preimplantation embryos
SRR491039,RNA-Seq,100,2731508400,PRJNA153427,SAMN00989193,1880067733,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144418,GSM922224,Illumina HiSeq 2000,GSM922224: hESC passage#0 -Cell#4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922224,hESC passage#0,SRP011546,human embryonic stem cell line
SRR491040,RNA-Seq,100,2667669600,PRJNA153427,SAMN00989194,1833190354,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144419,GSM922225,Illumina HiSeq 2000,GSM922225: hESC passage#0 -Cell#5,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922225,hESC passage#0,SRP011546,human embryonic stem cell line
SRR491041,RNA-Seq,100,2440733500,PRJNA153427,SAMN00989195,1677069765,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144420,GSM922226,Illumina HiSeq 2000,GSM922226: hESC passage#0 -Cell#6,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922226,hESC passage#0,SRP011546,human embryonic stem cell line
SRR491042,RNA-Seq,100,1954761600,PRJNA153427,SAMN00989196,1341563806,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144421,GSM922227,Illumina HiSeq 2000,GSM922227: hESC passage#0 -Cell#7,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922227,hESC passage#0,SRP011546,human embryonic stem cell line
SRR491043,RNA-Seq,100,2972385300,PRJNA153427,SAMN00989197,2036013439,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144422,GSM922228,Illumina HiSeq 2000,GSM922228: hESC passage#0 -Cell#8,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922228,hESC passage#0,SRP011546,human embryonic stem cell line
SRR491045,RNA-Seq,100,2033639300,PRJNA153427,SAMN00989199,1400440995,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144424,GSM922230,Illumina HiSeq 2000,GSM922230: hESC passage#0 -Cell#10,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922230,hESC passage#0,SRP011546,human embryonic stem cell line
SRR491065,RNA-Seq,100,4201079700,PRJNA153427,SAMN00989219,2734252639,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144444,GSM922250,Illumina HiSeq 2000,GSM922250: hESC passage#10 -Cell#1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922250,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491066,RNA-Seq,100,4211039100,PRJNA153427,SAMN00989220,2758482775,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144445,GSM922251,Illumina HiSeq 2000,GSM922251: hESC passage#10 -Cell#2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922251,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491067,RNA-Seq,100,3481766700,PRJNA153427,SAMN00989221,2281649091,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144446,GSM922252,Illumina HiSeq 2000,GSM922252: hESC passage#10 -Cell#3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922252,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491068,RNA-Seq,100,3468711900,PRJNA153427,SAMN00989222,2270029050,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144447,GSM922253,Illumina HiSeq 2000,GSM922253: hESC passage#10 -Cell#4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922253,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491069,RNA-Seq,100,3578205200,PRJNA153427,SAMN00989223,2268612380,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144448,GSM922254,Illumina HiSeq 2000,GSM922254: hESC passage#10 -Cell#5,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922254,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491070,RNA-Seq,100,3306657100,PRJNA153427,SAMN00989224,2087208809,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144449,GSM922255,Illumina HiSeq 2000,GSM922255: hESC passage#10 -Cell#6,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922255,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491071,RNA-Seq,100,2762014200,PRJNA153427,SAMN00989225,1741758284,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144450,GSM922256,Illumina HiSeq 2000,GSM922256: hESC passage#10 -Cell#7,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922256,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491072,RNA-Seq,100,2489307900,PRJNA153427,SAMN00989226,1569270246,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144451,GSM922257,Illumina HiSeq 2000,GSM922257: hESC passage#10 -Cell#8,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922257,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491073,RNA-Seq,100,3228051600,PRJNA153427,SAMN00989227,2121073184,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144452,GSM922258,Illumina HiSeq 2000,GSM922258: hESC passage#10 -Cell#9,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922258,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491074,RNA-Seq,100,3394561200,PRJNA153427,SAMN00989228,2217978832,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144453,GSM922259,Illumina HiSeq 2000,GSM922259: hESC passage#10 -Cell#10,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922259,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491075,RNA-Seq,100,3882052200,PRJNA153427,SAMN00989229,2527686425,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144454,GSM922260,Illumina HiSeq 2000,GSM922260: hESC passage#10 -Cell#11,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922260,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491076,RNA-Seq,100,3371576200,PRJNA153427,SAMN00989230,2332235762,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144455,GSM922261,Illumina HiSeq 2000,GSM922261: hESC passage#10 -Cell#12,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922261,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491077,RNA-Seq,100,3114017400,PRJNA153427,SAMN00989231,2148177119,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144456,GSM922262,Illumina HiSeq 2000,GSM922262: hESC passage#10 -Cell#13,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922262,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491078,RNA-Seq,100,2878395000,PRJNA153427,SAMN00989232,1986004108,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144457,GSM922263,Illumina HiSeq 2000,GSM922263: hESC passage#10 -Cell#14,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922263,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491079,RNA-Seq,100,2884306400,PRJNA153427,SAMN00989233,1999705736,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144458,GSM922264,Illumina HiSeq 2000,GSM922264: hESC passage#10 -Cell#15,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922264,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491080,RNA-Seq,100,3522622200,PRJNA153427,SAMN00989234,2394853731,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144459,GSM922265,Illumina HiSeq 2000,GSM922265: hESC passage#10 -Cell#16,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922265,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491081,RNA-Seq,100,3048264500,PRJNA153427,SAMN00989235,2070225967,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144460,GSM922266,Illumina HiSeq 2000,GSM922266: hESC passage#10 -Cell#17,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922266,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491082,RNA-Seq,100,3741861600,PRJNA153427,SAMN00989236,2545385765,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144461,GSM922267,Illumina HiSeq 2000,GSM922267: hESC passage#10 -Cell#18,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922267,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491083,RNA-Seq,100,3679511800,PRJNA153427,SAMN00989237,2497683404,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144462,GSM922268,Illumina HiSeq 2000,GSM922268: hESC passage#10 -Cell#19,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922268,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491084,RNA-Seq,100,2911642800,PRJNA153427,SAMN00989238,1937743182,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144463,GSM922269,Illumina HiSeq 2000,GSM922269: hESC passage#10 -Cell#20,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922269,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491085,RNA-Seq,100,3071813500,PRJNA153427,SAMN00989239,2088606710,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144464,GSM922270,Illumina HiSeq 2000,GSM922270: hESC passage#10 -Cell#21,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922270,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491086,RNA-Seq,100,2697046900,PRJNA153427,SAMN00989240,1788070223,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144465,GSM922271,Illumina HiSeq 2000,GSM922271: hESC passage#10 -Cell#22,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922271,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491087,RNA-Seq,100,3462290900,PRJNA153427,SAMN00989241,2307121647,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144466,GSM922272,Illumina HiSeq 2000,GSM922272: hESC passage#10 -Cell#23,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922272,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491088,RNA-Seq,100,3142858600,PRJNA153427,SAMN00989242,2083243705,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144467,GSM922273,Illumina HiSeq 2000,GSM922273: hESC passage#10 -Cell#24,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922273,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491089,RNA-Seq,100,3144243300,PRJNA153427,SAMN00989243,2083495759,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144468,GSM922274,Illumina HiSeq 2000,GSM922274: hESC passage#10 -Cell#25,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922274,hESC passage#10,SRP011546,human embryonic stem cell line
SRR491090,RNA-Seq,100,2696244600,PRJNA153427,SAMN00989244,1795193264,human embryonic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",peri-implantation stem cells,SRX144469,GSM922275,Illumina HiSeq 2000,GSM922275: hESC passage#10 -Cell#26,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM922275,hESC passage#10,SRP011546,human embryonic stem cell line
SRR445718,RNA-Seq,100,3294366500,PRJNA153427,SAMN00828830,2230497119,human preimplantation blastomere (Oocyte),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX129997,GSM896803,Illumina HiSeq 2000,GSM896803: Oocyte #1-C1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896803,cDNAs of individual cells of preimplantation embryos,SRP011546,human preimplantation embryos
SRR445719,RNA-Seq,100,3069082500,PRJNA153427,SAMN00828831,2073552136,human preimplantation blastomere (Oocyte),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX129998,GSM896804,Illumina HiSeq 2000,GSM896804: Oocyte #1-C2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896804,cDNAs of individual cells of preimplantation embryos,SRP011546,human preimplantation embryos
SRR445720,RNA-Seq,100,2555287600,PRJNA153427,SAMN00828832,1730162973,human preimplantation blastomere (Oocyte),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",early blastomere,SRX129999,GSM896805,Illumina HiSeq 2000,GSM896805: Oocyte #1-C3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2013-08-12T00:00:00Z,GSM896805,cDNAs of individual cells of preimplantation embryos,SRP011546,human preimplantation embryos
