Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_count,cell_ID,Cell_Line,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Time_point,Treatment
SRR12861049,OTHER,74,13878922,PRJNA603321,SAMN16505829,5491824,1,VZA01801.J03,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330674,GSM4843501,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843501,DNTR-seq DNA library,SRP245376,96h,X-ray 1Gy
SRR12861050,OTHER,74,57328096,PRJNA603321,SAMN16505828,22291833,1,VZA01801.J04,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329931,GSM4843502,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843502,DNTR-seq DNA library,SRP245376,96h,X-ray 1Gy
SRR12861051,OTHER,74,12492162,PRJNA603321,SAMN16505827,4954056,1,VZA01801.J05,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329932,GSM4843503,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843503,DNTR-seq DNA library,SRP245376,96h,X-ray 1Gy
SRR12861052,OTHER,74,28908322,PRJNA603321,SAMN16505826,11436134,1,VZA01801.J06,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329933,GSM4843504,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843504,DNTR-seq DNA library,SRP245376,96h,X-ray 1Gy
SRR12861053,OTHER,74,42481032,PRJNA603321,SAMN16505825,16687994,1,VZA01801.J07,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329934,GSM4843505,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843505,DNTR-seq DNA library,SRP245376,96h,X-ray 1Gy
SRR12861054,OTHER,74,50324662,PRJNA603321,SAMN16505824,19695426,1,VZA01801.J08,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329935,GSM4843506,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843506,DNTR-seq DNA library,SRP245376,96h,X-ray 1Gy
SRR12861055,OTHER,74,12478694,PRJNA603321,SAMN16505823,4952920,1,VZA01801.J09,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329936,GSM4843507,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843507,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12861056,OTHER,74,38513966,PRJNA603321,SAMN16505822,15092153,1,VZA01801.J10,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329937,GSM4843508,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843508,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12861057,OTHER,74,15531416,PRJNA603321,SAMN16505821,6105306,1,VZA01801.J11,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329938,GSM4843509,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843509,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12861058,OTHER,74,270766,PRJNA603321,SAMN16505820,177043,1,VZA01801.J12,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329939,GSM4843510,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843510,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12861059,OTHER,74,14514360,PRJNA603321,SAMN16505819,5767142,1,VZA01801.J13,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329940,GSM4843511,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843511,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12861060,OTHER,74,42189250,PRJNA603321,SAMN16505858,16523332,1,VZA01801.J14,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329941,GSM4843512,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843512,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12861061,OTHER,74,68725650,PRJNA603321,SAMN16505857,26853248,1,VZA01801.J15,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329942,GSM4843513,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4843513,DNTR-seq DNA library,SRP245376,96h,X-ray 3Gy
SRR12861062,OTHER,74,22074496,PRJNA603321,SAMN16507265,8713151,1,VZA01706.I08,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330399,GSM4841872,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841872,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861063,OTHER,74,14266608,PRJNA603321,SAMN16507261,5644711,1,VZA01706.I09,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330400,GSM4841873,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841873,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861064,OTHER,74,28308700,PRJNA603321,SAMN16507260,11108321,1,VZA01706.I10,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330401,GSM4841874,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841874,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861065,OTHER,74,13871152,PRJNA603321,SAMN16507259,5458550,1,VZA01706.I11,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330402,GSM4841875,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841875,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861066,OTHER,74,13994510,PRJNA603321,SAMN16507258,5556261,1,VZA01706.I12,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330403,GSM4841876,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841876,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861067,OTHER,74,18367614,PRJNA603321,SAMN16507257,7255597,1,VZA01706.I13,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330404,GSM4841877,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841877,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861068,OTHER,74,19438912,PRJNA603321,SAMN16507256,7687470,1,VZA01706.I14,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330405,GSM4841878,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841878,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861069,OTHER,74,16742870,PRJNA603321,SAMN16507255,6592540,1,VZA01706.I15,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330406,GSM4841879,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841879,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861070,OTHER,74,21048264,PRJNA603321,SAMN16507254,8285665,1,VZA01706.I16,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330407,GSM4841880,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841880,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861071,OTHER,74,27822964,PRJNA603321,SAMN16507253,10921625,1,VZA01706.I17,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330408,GSM4841881,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841881,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861072,OTHER,74,33030566,PRJNA603321,SAMN16507252,12923912,1,VZA01706.I18,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330409,GSM4841882,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841882,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861073,OTHER,74,14739172,PRJNA603321,SAMN16507251,6082836,1,VZA01706.I19,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330410,GSM4841883,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841883,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861074,OTHER,74,11678754,PRJNA603321,SAMN16507291,4639581,1,VZA01706.I20,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327268,GSM4841884,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841884,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861075,OTHER,74,16263498,PRJNA603321,SAMN16507290,6436329,1,VZA01706.I21,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327269,GSM4841885,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841885,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861076,OTHER,74,35320792,PRJNA603321,SAMN16507289,13860301,1,VZA01706.I22,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327270,GSM4841886,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841886,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861077,OTHER,74,487734,PRJNA603321,SAMN16507288,261967,1,VZA01706.I23,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327271,GSM4841887,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841887,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861078,OTHER,74,22721404,PRJNA603321,SAMN16507287,8966694,1,VZA01706.I24,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327272,GSM4841888,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841888,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861079,OTHER,74,20138138,PRJNA603321,SAMN16507286,7898336,1,VZA01706.J01,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327273,GSM4841889,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841889,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861080,OTHER,74,20185128,PRJNA603321,SAMN16505189,7951064,1,VZA01706.J02,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327274,GSM4841890,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841890,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861081,OTHER,74,10733774,PRJNA603321,SAMN16505188,4253378,1,VZA01706.J03,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327275,GSM4841891,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841891,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861082,OTHER,74,23882020,PRJNA603321,SAMN16505187,9278942,1,VZA01706.J04,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327276,GSM4841892,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841892,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861083,OTHER,74,6582818,PRJNA603321,SAMN16505186,2636491,1,VZA01706.J05,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327277,GSM4841893,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841893,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861084,OTHER,74,17712270,PRJNA603321,SAMN16505185,6998789,1,VZA01706.J06,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327278,GSM4841894,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841894,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861085,OTHER,74,16616108,PRJNA603321,SAMN16505184,6556142,1,VZA01706.J07,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327279,GSM4841895,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841895,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861086,OTHER,74,27628418,PRJNA603321,SAMN16505179,10815103,1,VZA01706.J08,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327280,GSM4841896,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841896,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861087,OTHER,74,6077990,PRJNA603321,SAMN16505178,2466907,1,VZA01706.J09,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327281,GSM4841897,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841897,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861088,OTHER,74,29977030,PRJNA603321,SAMN16505177,11703577,1,VZA01706.J10,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327282,GSM4841898,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841898,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861089,OTHER,74,12847214,PRJNA603321,SAMN16505182,5042499,1,VZA01706.J11,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327283,GSM4841899,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841899,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861090,OTHER,74,17692364,PRJNA603321,SAMN16505181,6986531,1,VZA01706.J12,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327284,GSM4841900,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841900,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861091,OTHER,74,21473912,PRJNA603321,SAMN16505180,8453690,1,VZA01706.J13,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327285,GSM4841901,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841901,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861092,OTHER,74,23430916,PRJNA603321,SAMN16505176,9185445,1,VZA01706.J14,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327286,GSM4841902,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841902,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861093,OTHER,74,26111714,PRJNA603321,SAMN16505175,10199611,1,VZA01706.J15,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327287,GSM4841903,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841903,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861094,OTHER,74,24079230,PRJNA603321,SAMN16505174,9440597,1,VZA01706.J16,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327288,GSM4841904,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841904,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861095,OTHER,74,34206870,PRJNA603321,SAMN16505173,13385874,1,VZA01706.J17,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327289,GSM4841905,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841905,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861096,OTHER,74,26918832,PRJNA603321,SAMN16505272,10506740,1,VZA01706.J18,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327290,GSM4841906,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841906,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861097,OTHER,74,32039188,PRJNA603321,SAMN16505271,13011598,1,VZA01706.J19,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327291,GSM4841907,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841907,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861098,OTHER,74,25472650,PRJNA603321,SAMN16505270,9976071,1,VZA01706.J20,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327868,GSM4841908,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841908,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861099,OTHER,74,22042676,PRJNA603321,SAMN16505269,8656157,1,VZA01706.J21,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327869,GSM4841909,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841909,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861100,OTHER,74,39651716,PRJNA603321,SAMN16505268,15484321,1,VZA01706.J22,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327870,GSM4841910,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841910,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861101,OTHER,74,31626194,PRJNA603321,SAMN16505217,12490808,1,VZA01706.J23,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327871,GSM4841911,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841911,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861102,OTHER,74,24044154,PRJNA603321,SAMN16505216,9433159,1,VZA01706.J24,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327872,GSM4841912,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841912,DNTR-seq DNA library,SRP245376,48h,ETO 3uM
SRR12861103,OTHER,74,16490974,PRJNA603321,SAMN16505215,6495348,1,VZA01706.K01,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327873,GSM4841913,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841913,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861104,OTHER,74,1087208,PRJNA603321,SAMN16505214,535288,1,VZA01706.K02,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327874,GSM4841914,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841914,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861105,OTHER,74,2941130,PRJNA603321,SAMN16505213,1277062,1,VZA01706.K03,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327875,GSM4841915,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841915,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861106,OTHER,74,2135048,PRJNA603321,SAMN16505212,970700,1,VZA01706.K04,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327876,GSM4841916,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841916,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861107,OTHER,74,5993186,PRJNA603321,SAMN16505211,2418963,1,VZA01706.K05,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327877,GSM4841917,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841917,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861108,OTHER,74,11992292,PRJNA603321,SAMN16505210,4762903,1,VZA01706.K06,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327878,GSM4841918,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841918,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861109,OTHER,74,14408836,PRJNA603321,SAMN16505209,5743872,1,VZA01706.K07,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327879,GSM4841919,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841919,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861110,OTHER,74,20448938,PRJNA603321,SAMN16505087,8070691,1,VZA01706.K08,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327880,GSM4841920,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841920,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861111,OTHER,74,11986742,PRJNA603321,SAMN16505086,4765006,1,VZA01706.K09,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327881,GSM4841921,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841921,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
SRR12861112,OTHER,74,24067612,PRJNA603321,SAMN16505085,9555881,1,VZA01706.K10,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327882,GSM4841922,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4841922,DNTR-seq DNA library,SRP245376,48h,ETO 1uM
